setid,"Temperature, K",Mole fraction of 1-ethylpyridinium bromide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
prREC,338.15,0.213,101,1267.1,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,338.15,0.25,101,1287.7,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,338.15,0.299,101,1309.4,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,338.15,0.341,101,1324.7,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,338.15,0.401,101,1343.4,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,338.15,0.451,101,1354,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,343.15,0,101,978.1,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,343.15,0.027,101,1050.3,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,343.15,0.049,101,1089.9,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,343.15,0.063,101,1113.8,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,343.15,0.086,101,1147.9,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,343.15,0.101,101,1166.3,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,343.15,0.147,101,1214,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,343.15,0.184,101,1244,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,343.15,0.213,101,1263.5,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,343.15,0.25,101,1284.2,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,343.15,0.299,101,1305.9,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,343.15,0.341,101,1321.2,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,343.15,0.401,101,1339.9,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,343.15,0.451,101,1350.6,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,348.15,0,101,974.8,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,348.15,0.027,101,1048.2,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,348.15,0.049,101,1087.2,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,348.15,0.063,101,1110.9,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,348.15,0.086,101,1144.9,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,348.15,0.101,101,1163.2,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,348.15,0.147,101,1211.1,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,348.15,0.184,101,1240.4,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
