setid,"Temperature, K",Weight fraction of 1-ethyl-3-methylimidazolium acetate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
oKKhv,308.15,0.2055,101,1139.8,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,308.15,0.2481,101,1147.9,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,313.15,0,101,1088.4,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,313.15,0.0482,101,1101.9,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,313.15,0.1008,101,1114.9,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,313.15,0.1514,101,1125.5,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,313.15,0.2055,101,1136.6,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,313.15,0.2481,101,1144.7,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,318.15,0,101,1085.3,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,318.15,0.0482,101,1098.8,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,318.15,0.1008,101,1111.9,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,318.15,0.1514,101,1122.4,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,318.15,0.2055,101,1133.5,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,318.15,0.2481,101,1141.6,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,323.15,0,101,1082.3,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,323.15,0.0482,101,1095.8,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,323.15,0.1008,101,1108.9,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,323.15,0.1514,101,1119.4,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,323.15,0.2055,101,1130.4,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,323.15,0.2481,101,1138.5,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,328.15,0,101,1079.3,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,328.15,0.0482,101,1092.9,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,328.15,0.1008,101,1105.9,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,328.15,0.1514,101,1116.4,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,328.15,0.2055,101,1127.5,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,328.15,0.2481,101,1135.4,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,333.15,0,101,1076.2,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,333.15,0.0482,101,1089.9,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,333.15,0.1008,101,1102.9,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,333.15,0.1514,101,1113.4,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,333.15,0.2055,101,1124.5,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,333.15,0.2481,101,1132.5,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,338.15,0,101,1073.3,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,338.15,0.0482,101,1086.9,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,338.15,0.1008,101,1099.9,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,338.15,0.1514,101,1110.4,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,338.15,0.2055,101,1121.5,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,338.15,0.2481,101,1129.5,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,343.15,0,101,1070.3,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,343.15,0.0482,101,1083.9,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,343.15,0.1008,101,1096.9,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,343.15,0.1514,101,1107.4,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,343.15,0.2055,101,1118.5,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
oKKhv,343.15,0.2481,101,1126.4,Araujo et al. (2013),Density,Liquid,AAZzVh,Nc1ncnc2[nH]cnc12,6-amino-1H-purine,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
