setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium methanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
xmTDt,323.15,0.148,101,1106.6,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,323.15,0.199,101,1119.9,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,323.15,0.251,101,1128.6,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,323.15,0.298,101,1134.4,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,323.15,0.346,101,1138.1,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,323.15,0.441,101,1144,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,333.15,0,101,983.2,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,333.15,0.025,101,1020.1,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,333.15,0.05,101,1047.1,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,333.15,0.075,101,1066.2,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,333.15,0.1,101,1080.5,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,333.15,0.148,101,1099.5,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,333.15,0.199,101,1112.9,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,333.15,0.251,101,1121.7,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,333.15,0.298,101,1127.6,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,333.15,0.346,101,1131.4,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,333.15,0.441,101,1137.3,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,343.15,0,101,977.8,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,343.15,0.025,101,1013.9,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,343.15,0.05,101,1040.3,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,343.15,0.075,101,1059.2,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,343.15,0.1,101,1073.3,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,343.15,0.148,101,1092.3,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,343.15,0.199,101,1105.7,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,343.15,0.251,101,1114.7,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,343.15,0.298,101,1120.7,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,343.15,0.346,101,1124.6,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,343.15,0.441,101,1130.7,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,358.15,0,101,968.3,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,358.15,0.025,101,1003.9,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,358.15,0.05,101,1029.7,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,358.15,0.075,101,1048.2,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,358.15,0.1,101,1062.3,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,358.15,0.148,101,1081.2,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,358.15,0.199,101,1094.9,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,358.15,0.251,101,1104.1,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,358.15,0.298,101,1110.3,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,358.15,0.346,101,1114.4,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
xmTDt,358.15,0.441,101,1120.7,Cade et al. (2014),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
