setid,"Temperature, K",Mole fraction of 1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
AkTCm,303.15,0.2043,101,1029,Wei et al. (2013),Density,Liquid,AAGIBL,CO,methanol,ABAJyw,CCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate,,,
AkTCm,303.15,0.3031,101,1071,Wei et al. (2013),Density,Liquid,AAGIBL,CO,methanol,ABAJyw,CCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate,,,
AkTCm,303.15,0.4051,101,1140,Wei et al. (2013),Density,Liquid,AAGIBL,CO,methanol,ABAJyw,CCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate,,,
AkTCm,303.15,0.4985,101,1148,Wei et al. (2013),Density,Liquid,AAGIBL,CO,methanol,ABAJyw,CCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate,,,
AkTCm,303.15,0.602,101,1153,Wei et al. (2013),Density,Liquid,AAGIBL,CO,methanol,ABAJyw,CCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate,,,
AkTCm,303.15,0.7001,101,1159,Wei et al. (2013),Density,Liquid,AAGIBL,CO,methanol,ABAJyw,CCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate,,,
AkTCm,303.15,0.8001,101,1166,Wei et al. (2013),Density,Liquid,AAGIBL,CO,methanol,ABAJyw,CCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate,,,
AkTCm,303.15,0.8999,101,1170,Wei et al. (2013),Density,Liquid,AAGIBL,CO,methanol,ABAJyw,CCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate,,,
AkTCm,308.15,0.1012,101,962,Wei et al. (2013),Density,Liquid,AAGIBL,CO,methanol,ABAJyw,CCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate,,,
AkTCm,308.15,0.2043,101,1026,Wei et al. (2013),Density,Liquid,AAGIBL,CO,methanol,ABAJyw,CCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate,,,
AkTCm,308.15,0.3031,101,1070,Wei et al. (2013),Density,Liquid,AAGIBL,CO,methanol,ABAJyw,CCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate,,,
AkTCm,308.15,0.4051,101,1137,Wei et al. (2013),Density,Liquid,AAGIBL,CO,methanol,ABAJyw,CCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate,,,
AkTCm,308.15,0.4985,101,1144,Wei et al. (2013),Density,Liquid,AAGIBL,CO,methanol,ABAJyw,CCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate,,,
AkTCm,308.15,0.602,101,1149,Wei et al. (2013),Density,Liquid,AAGIBL,CO,methanol,ABAJyw,CCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate,,,
AkTCm,308.15,0.7001,101,1156,Wei et al. (2013),Density,Liquid,AAGIBL,CO,methanol,ABAJyw,CCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate,,,
AkTCm,308.15,0.8001,101,1162,Wei et al. (2013),Density,Liquid,AAGIBL,CO,methanol,ABAJyw,CCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate,,,
AkTCm,308.15,0.8999,101,1163,Wei et al. (2013),Density,Liquid,AAGIBL,CO,methanol,ABAJyw,CCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate,,,
AkTCm,318.15,0.1012,101,960,Wei et al. (2013),Density,Liquid,AAGIBL,CO,methanol,ABAJyw,CCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate,,,
AkTCm,318.15,0.2043,101,1022,Wei et al. (2013),Density,Liquid,AAGIBL,CO,methanol,ABAJyw,CCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate,,,
AkTCm,318.15,0.3031,101,1065,Wei et al. (2013),Density,Liquid,AAGIBL,CO,methanol,ABAJyw,CCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate,,,
AkTCm,318.15,0.4051,101,1130,Wei et al. (2013),Density,Liquid,AAGIBL,CO,methanol,ABAJyw,CCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate,,,
AkTCm,318.15,0.4985,101,1138,Wei et al. (2013),Density,Liquid,AAGIBL,CO,methanol,ABAJyw,CCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate,,,
AkTCm,318.15,0.602,101,1145,Wei et al. (2013),Density,Liquid,AAGIBL,CO,methanol,ABAJyw,CCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate,,,
AkTCm,318.15,0.7001,101,1149,Wei et al. (2013),Density,Liquid,AAGIBL,CO,methanol,ABAJyw,CCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate,,,
AkTCm,318.15,0.8001,101,1152,Wei et al. (2013),Density,Liquid,AAGIBL,CO,methanol,ABAJyw,CCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate,,,
AkTCm,318.15,0.8999,101,1157,Wei et al. (2013),Density,Liquid,AAGIBL,CO,methanol,ABAJyw,CCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate,,,
