setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium chloride,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
aIEbr,298.15,0.8944,100,1132.67,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,298.15,0.9396,100,1129.26,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,298.15,0.9694,100,1126.7,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,298.15,0.9929,100,1123.85,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,298.15,1,100,1123.01,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,303.15,0,100,1092.41,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,303.15,0.0194,100,1094.05,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,303.15,0.0453,100,1096.32,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,303.15,0.0677,100,1098.48,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,303.15,0.0984,100,1101.55,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,303.15,0.1236,100,1104.05,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,303.15,0.1619,100,1108.02,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,303.15,0.2143,100,1113.45,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,303.15,0.2927,100,1121.24,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,303.15,0.3737,100,1128.3,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,303.15,0.4429,100,1133.25,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,303.15,0.5264,100,1137.59,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,303.15,0.6072,100,1139.9,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,303.15,0.7477,100,1138.73,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,303.15,0.7986,100,1136.68,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,303.15,0.8501,100,1133.72,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,303.15,0.8944,100,1130.45,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,303.15,0.9396,100,1126.4,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,303.15,0.9694,100,1123.44,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,303.15,0.9929,100,1120.14,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,303.15,1,100,1119.46,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,308.15,0,100,1086.06,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,308.15,0.0194,100,1088.1,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,308.15,0.0453,100,1090.83,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,308.15,0.0677,100,1093.28,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,308.15,0.0984,100,1096.83,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,308.15,0.1236,100,1099.76,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,308.15,0.1619,100,1104.2,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,308.15,0.2143,100,1110.12,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,308.15,0.2927,100,1118.44,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,308.15,0.3737,100,1125.97,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,308.15,0.4429,100,1131.14,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,308.15,0.5264,100,1135.63,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,308.15,0.6072,100,1137.81,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,308.15,0.7477,100,1136.35,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,308.15,0.7986,100,1134.09,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,308.15,0.8501,100,1130.88,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,308.15,0.8944,100,1127.41,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,308.15,0.9396,100,1123.11,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,308.15,0.9694,100,1119.96,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,308.15,0.9929,100,1116.47,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,308.15,1,100,1115.36,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,313.15,0,100,1081.43,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,313.15,0.0194,100,1083.61,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,313.15,0.0453,100,1086.74,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,313.15,0.0677,100,1089.39,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,313.15,0.0984,100,1093.22,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,313.15,0.1236,100,1096.32,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,313.15,0.1619,100,1101.04,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,313.15,0.2143,100,1107.33,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,313.15,0.2927,100,1116.04,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,313.15,0.3737,100,1123.9,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,313.15,0.4429,100,1129.3,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,313.15,0.5264,100,1133.97,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,313.15,0.6072,100,1136.29,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,313.15,0.7477,100,1134.68,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,313.15,0.7986,100,1132.18,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,313.15,0.8501,100,1128.76,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,313.15,0.8944,100,1124.92,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,313.15,0.9396,100,1120.3,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,313.15,0.9694,100,1116.78,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,313.15,0.9929,100,1112.91,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
aIEbr,313.15,1,100,1111.89,Govinda et al. (2013c),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
