setid,Solvent: Weight fraction of lithium nitrate,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium hydrogen sulfate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
GuUwm,0.1,308.15,0,87,1053,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,308.15,0.052,87,1056.8,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,308.15,0.0998,87,1060,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,308.15,0.1506,87,1063.3,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,308.15,0.2005,87,1066.4,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,308.15,0.2503,87,1069.4,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,308.15,0.3014,87,1072.5,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,308.15,0.3497,87,1075.3,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,308.15,0.4004,87,1078.2,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,308.15,0.4502,87,1081.1,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,308.15,0.4995,87,1083.9,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,313.15,0,87,1050.8,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,313.15,0.052,87,1054.5,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,313.15,0.0998,87,1057.7,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,313.15,0.1506,87,1060.9,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,313.15,0.2005,87,1064,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,313.15,0.2503,87,1067,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,313.15,0.3014,87,1070,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,313.15,0.3497,87,1072.8,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,313.15,0.4004,87,1075.7,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,313.15,0.4502,87,1078.5,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,313.15,0.4995,87,1081.3,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,293.15,0,87,1091,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,293.15,0.0501,87,1095,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,293.15,0.1011,87,1098.8,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,293.15,0.1529,87,1102.5,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,293.15,0.1998,87,1105.6,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,293.15,0.2501,87,1108.9,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,293.15,0.2997,87,1112.1,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,293.15,0.3509,87,1115.2,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,293.15,0.4021,87,1118.3,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,293.15,0.4522,87,1121.2,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,293.15,0.5003,87,1124,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,298.15,0,87,1088.9,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,298.15,0.0501,87,1092.9,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,298.15,0.1011,87,1096.6,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,298.15,0.1529,87,1100.2,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,298.15,0.1998,87,1103.3,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,298.15,0.2501,87,1106.6,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,298.15,0.2997,87,1109.6,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,298.15,0.3509,87,1112.7,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,298.15,0.4021,87,1115.7,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,298.15,0.4522,87,1118.6,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,298.15,0.5003,87,1121.2,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,303.15,0,87,1086.7,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,303.15,0.0501,87,1090.6,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,303.15,0.1011,87,1094.3,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,303.15,0.1529,87,1097.8,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,303.15,0.1998,87,1100.9,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,303.15,0.2501,87,1104.1,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,303.15,0.2997,87,1107.2,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,303.15,0.3509,87,1110.2,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,303.15,0.4021,87,1113.1,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,303.15,0.4522,87,1115.9,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,303.15,0.5003,87,1118.6,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,308.15,0,87,1084.3,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,308.15,0.0501,87,1088.2,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,308.15,0.1011,87,1091.9,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,308.15,0.1529,87,1095.4,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,308.15,0.1998,87,1098.4,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,308.15,0.2501,87,1101.6,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,308.15,0.2997,87,1104.6,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,308.15,0.3509,87,1107.6,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,308.15,0.4021,87,1110.5,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,308.15,0.4522,87,1113.2,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,308.15,0.5003,87,1115.8,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,313.15,0,87,1081.9,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,313.15,0.0501,87,1085.7,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,313.15,0.1011,87,1089.3,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,313.15,0.1529,87,1092.8,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,313.15,0.1998,87,1095.8,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,313.15,0.2501,87,1098.9,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,313.15,0.2997,87,1101.9,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,313.15,0.3509,87,1104.9,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,313.15,0.4021,87,1107.8,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,313.15,0.4522,87,1110.5,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.15,313.15,0.5003,87,1113.1,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
