setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,Mole fraction of N-methylpyrrolidone,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
mnJEG,293.15,0.3587,0.3086,100,1140.4,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,293.15,0.3736,0.2989,100,1144,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,293.15,0.3956,0.2852,100,1149.1,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,293.15,0.412,0.2754,100,1152.8,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,293.15,0.4232,0.2689,100,1155.4,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,293.15,0.4408,0.2589,100,1159.4,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,293.15,0.4599,0.2483,100,1163.8,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,293.15,0.475,0.2401,100,1167.3,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,293.15,0.5029,0.2253,100,1173.8,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,293.15,0.5217,0.2155,100,1178.2,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,293.15,0.5397,0.2062,100,1182.5,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,293.15,0.5523,0.1997,100,1185.5,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,293.15,0.5712,0.1899,100,1189.8,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,298.15,0.0979,0.6597,100,1047.6,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,298.15,0.1114,0.6244,100,1051.1,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,298.15,0.1277,0.5912,100,1056.5,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,298.15,0.1458,0.5577,100,1063.4,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,298.15,0.1658,0.5244,100,1071.7,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,298.15,0.1831,0.4983,100,1079.3,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,298.15,0.2039,0.4499,100,1086.7,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,298.15,0.2242,0.4251,100,1095.2,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,298.15,0.2397,0.4077,100,1101.4,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,298.15,0.2472,0.3999,100,1104.2,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,298.15,0.2667,0.3807,100,1111.1,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,298.15,0.2932,0.3572,100,1119.5,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,298.15,0.3198,0.3361,100,1126.9,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,298.15,0.3419,0.3201,100,1132.6,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,298.15,0.3587,0.3086,100,1136.7,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,298.15,0.3736,0.2989,100,1140.2,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,298.15,0.3956,0.2852,100,1145.2,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,298.15,0.412,0.2754,100,1148.9,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,298.15,0.4232,0.2689,100,1151.5,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,298.15,0.4408,0.2589,100,1155.4,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,298.15,0.4599,0.2483,100,1159.8,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,298.15,0.475,0.2401,100,1163.2,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,298.15,0.5029,0.2253,100,1169.7,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,298.15,0.5217,0.2155,100,1174.1,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,298.15,0.5397,0.2062,100,1178.3,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,298.15,0.5523,0.1997,100,1181.3,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,298.15,0.5712,0.1899,100,1185.6,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,303.15,0.0979,0.6597,100,1043.1,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,303.15,0.1114,0.6244,100,1046.6,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,303.15,0.1277,0.5912,100,1052.1,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,303.15,0.1458,0.5577,100,1059,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,303.15,0.1658,0.5244,100,1067.5,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,303.15,0.1831,0.4983,100,1075.2,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,303.15,0.2039,0.4499,100,1082.8,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,303.15,0.2242,0.4251,100,1091.5,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,303.15,0.2397,0.4077,100,1097.7,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,303.15,0.2472,0.3999,100,1100.6,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,303.15,0.2667,0.3807,100,1107.5,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,303.15,0.2932,0.3572,100,1116,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,303.15,0.3198,0.3361,100,1123.4,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,303.15,0.3419,0.3201,100,1129.1,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,303.15,0.3587,0.3086,100,1133.1,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,303.15,0.3736,0.2989,100,1136.5,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,303.15,0.3956,0.2852,100,1141.5,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,303.15,0.412,0.2754,100,1145.2,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,303.15,0.4232,0.2689,100,1147.7,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,303.15,0.4408,0.2589,100,1151.6,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,303.15,0.4599,0.2483,100,1155.9,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,303.15,0.475,0.2401,100,1159.3,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,303.15,0.5029,0.2253,100,1165.7,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,303.15,0.5217,0.2155,100,1170.1,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,303.15,0.5397,0.2062,100,1174.4,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,303.15,0.5523,0.1997,100,1177.3,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,303.15,0.5712,0.1899,100,1181.6,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,308.15,0.0979,0.6597,100,1036.4,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,308.15,0.1114,0.6244,100,1040.3,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,308.15,0.1277,0.5912,100,1045.8,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,308.15,0.1458,0.5577,100,1052.9,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
