setid,"Pressure, kPa",Mole fraction of ethanol,"Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
MpgoE,5000,0.1,393.2,1275,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,5000,0.2,313.2,1320,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,5000,0.2,333.2,1302,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,5000,0.2,353.2,1285,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,5000,0.2,373.2,1269,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,5000,0.2892,313.2,1305,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,5000,0.2892,333.2,1288,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,5000,0.2892,353.2,1272,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,5000,0.4035,313.2,1267,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,5000,0.4035,333.2,1250,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,5000,0.4959,313.2,1240,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,5000,0.4959,333.2,1223,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,10000,0.1,313.2,1346,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,10000,0.1,333.2,1328,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,10000,0.1,353.2,1311,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,10000,0.1,373.2,1295,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,10000,0.1,393.2,1278,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,10000,0.2,313.2,1322,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,10000,0.2,333.2,1305,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,10000,0.2,353.2,1288,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,10000,0.2,373.2,1272,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,10000,0.2892,313.2,1308,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,10000,0.2892,333.2,1291,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,10000,0.2892,353.2,1275,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,10000,0.4035,313.2,1269,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,10000,0.4035,333.2,1253,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,10000,0.4959,313.2,1242,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,10000,0.4959,333.2,1226,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,15000,0.1,313.2,1349,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,15000,0.1,333.2,1330,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,15000,0.1,353.2,1314,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,15000,0.1,373.2,1297,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,15000,0.1,393.2,1281,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,15000,0.2,313.2,1325,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,15000,0.2,333.2,1307,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,15000,0.2,353.2,1291,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,15000,0.2,373.2,1275,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,15000,0.2892,313.2,1310,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,15000,0.2892,333.2,1294,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,15000,0.2892,353.2,1278,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,15000,0.4035,313.2,1272,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,15000,0.4035,333.2,1255,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,15000,0.4959,313.2,1245,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,15000,0.4959,333.2,1228,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,20000,0.1,313.2,1352,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,20000,0.1,333.2,1333,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,20000,0.1,353.2,1316,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,20000,0.1,373.2,1300,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,20000,0.1,393.2,1284,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,20000,0.2,313.2,1327,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,20000,0.2,333.2,1310,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,20000,0.2,353.2,1293,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,20000,0.2,373.2,1277,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,20000,0.2892,313.2,1312,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,20000,0.2892,333.2,1296,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,20000,0.2892,353.2,1280,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,20000,0.4035,313.2,1274,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,20000,0.4035,333.2,1257,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,20000,0.4959,313.2,1247,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,20000,0.4959,333.2,1231,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,25000,0.1,313.2,1353,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,25000,0.1,333.2,1335,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,25000,0.1,353.2,1318,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,25000,0.1,373.2,1302,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,25000,0.1,393.2,1286,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,25000,0.2,313.2,1329,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,25000,0.2,333.2,1312,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,25000,0.2,353.2,1295,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,25000,0.2,373.2,1279,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,25000,0.2892,313.2,1314,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,25000,0.2892,333.2,1299,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,25000,0.2892,353.2,1283,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,25000,0.4035,313.2,1276,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,25000,0.4035,333.2,1260,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,25000,0.4959,313.2,1249,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
MpgoE,25000,0.4959,333.2,1233,Qiao et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
