setid,"Temperature, K","MolaLity of 1-(2-hydroxylethyl)-3-propylimidazolium chloride, mol/kg","MolaLity of 1-carboxymethyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
TzrEy,298.15,0.025,0.0751,101,1001.82,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAhygw,Cn1cc[n+](CC(=O)O)c1.[Cl-],1-carboxymethyl-3-methylimidazolium chloride,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride
TzrEy,298.15,0.0501,0.0501,101,1001.12,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAhygw,Cn1cc[n+](CC(=O)O)c1.[Cl-],1-carboxymethyl-3-methylimidazolium chloride,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride
TzrEy,298.15,0.0751,0.0251,101,1000.53,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAhygw,Cn1cc[n+](CC(=O)O)c1.[Cl-],1-carboxymethyl-3-methylimidazolium chloride,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride
TzrEy,298.15,0.2505,0.7514,101,1038.18,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAhygw,Cn1cc[n+](CC(=O)O)c1.[Cl-],1-carboxymethyl-3-methylimidazolium chloride,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride
TzrEy,298.15,0.5009,0.5009,101,1032.67,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAhygw,Cn1cc[n+](CC(=O)O)c1.[Cl-],1-carboxymethyl-3-methylimidazolium chloride,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride
TzrEy,298.15,0.75,2.25,101,1095.88,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAhygw,Cn1cc[n+](CC(=O)O)c1.[Cl-],1-carboxymethyl-3-methylimidazolium chloride,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride
TzrEy,298.15,0.7513,0.2505,101,1027.33,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAhygw,Cn1cc[n+](CC(=O)O)c1.[Cl-],1-carboxymethyl-3-methylimidazolium chloride,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride
TzrEy,298.15,1.5,4.5004,101,1149.28,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAhygw,Cn1cc[n+](CC(=O)O)c1.[Cl-],1-carboxymethyl-3-methylimidazolium chloride,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride
TzrEy,298.15,1.5002,1.5004,101,1082.8,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAhygw,Cn1cc[n+](CC(=O)O)c1.[Cl-],1-carboxymethyl-3-methylimidazolium chloride,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride
TzrEy,298.15,2.2509,0.7503,101,1070.19,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAhygw,Cn1cc[n+](CC(=O)O)c1.[Cl-],1-carboxymethyl-3-methylimidazolium chloride,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride
TzrEy,298.15,3,3.0006,101,1128.52,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAhygw,Cn1cc[n+](CC(=O)O)c1.[Cl-],1-carboxymethyl-3-methylimidazolium chloride,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride
TzrEy,298.15,4.5005,1.5002,101,1108.81,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAhygw,Cn1cc[n+](CC(=O)O)c1.[Cl-],1-carboxymethyl-3-methylimidazolium chloride,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride
TzrEy,303.15,0.025,0.0751,101,1000.31,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAhygw,Cn1cc[n+](CC(=O)O)c1.[Cl-],1-carboxymethyl-3-methylimidazolium chloride,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride
TzrEy,303.15,0.0501,0.0501,101,999.66,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAhygw,Cn1cc[n+](CC(=O)O)c1.[Cl-],1-carboxymethyl-3-methylimidazolium chloride,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride
TzrEy,303.15,0.0751,0.0251,101,999.04,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAhygw,Cn1cc[n+](CC(=O)O)c1.[Cl-],1-carboxymethyl-3-methylimidazolium chloride,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride
TzrEy,303.15,0.2505,0.7514,101,1036.33,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAhygw,Cn1cc[n+](CC(=O)O)c1.[Cl-],1-carboxymethyl-3-methylimidazolium chloride,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride
TzrEy,303.15,0.5009,0.5009,101,1030.84,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAhygw,Cn1cc[n+](CC(=O)O)c1.[Cl-],1-carboxymethyl-3-methylimidazolium chloride,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride
TzrEy,303.15,0.75,2.25,101,1093.52,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAhygw,Cn1cc[n+](CC(=O)O)c1.[Cl-],1-carboxymethyl-3-methylimidazolium chloride,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride
TzrEy,303.15,0.7513,0.2505,101,1025.53,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAhygw,Cn1cc[n+](CC(=O)O)c1.[Cl-],1-carboxymethyl-3-methylimidazolium chloride,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride
TzrEy,303.15,1.5,4.5004,101,1146.15,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAhygw,Cn1cc[n+](CC(=O)O)c1.[Cl-],1-carboxymethyl-3-methylimidazolium chloride,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride
TzrEy,303.15,1.5002,1.5004,101,1080.4,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAhygw,Cn1cc[n+](CC(=O)O)c1.[Cl-],1-carboxymethyl-3-methylimidazolium chloride,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride
TzrEy,303.15,2.2509,0.7503,101,1067.71,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAhygw,Cn1cc[n+](CC(=O)O)c1.[Cl-],1-carboxymethyl-3-methylimidazolium chloride,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride
TzrEy,303.15,3,3.0006,101,1125.54,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAhygw,Cn1cc[n+](CC(=O)O)c1.[Cl-],1-carboxymethyl-3-methylimidazolium chloride,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride
TzrEy,303.15,4.5005,1.5002,101,1106.03,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAhygw,Cn1cc[n+](CC(=O)O)c1.[Cl-],1-carboxymethyl-3-methylimidazolium chloride,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride
