setid,"MolaLity of sodium dodecyl sulfate, mol/kg","Pressure, kPa","Temperature, K","Specific density<SUP>*</SUP>, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cBxkK,0.09869,101,308,-0.078,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
cBxkK,0.1044,101,308,-0.046,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
cBxkK,0.111,101,308,-0.1,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
cBxkK,0.1126,101,308,-0.077,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
cBxkK,0.1244,101,308,-0.12,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
cBxkK,0.1472,101,308,-0.08,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
cBxkK,0.1591,101,308,-0.15,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
cBxkK,0.1832,101,308,-0.17,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
cBxkK,0.1959,101,308,-0.16,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
cBxkK,0.1969,101,308,-0.12,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
cBxkK,0.2065,101,308,-0.19,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
cBxkK,0.2492,101,308,-0.23,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
cBxkK,0.2598,101,308,-0.13,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
cBxkK,0.2673,101,308,-0.24,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
cBxkK,0.2933,101,308,-0.21,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
