setid,Mole fraction of 3-hexyl-1-methylimidazolium acetate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
OkdSg,0.054,313.15,96.7,944.8,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.054,318.15,96.7,940.3,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.054,323.15,96.7,935.8,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.054,328.15,96.7,931.2,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.054,333.15,96.7,926.7,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.054,338.15,96.7,922.2,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.177,303.15,96.7,979.4,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.177,308.15,96.7,975.9,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.177,313.15,96.7,972.5,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.177,318.15,96.7,969,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.177,323.15,96.7,965.5,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.177,328.15,96.7,962.1,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.177,333.15,96.7,958.6,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.177,338.15,96.7,955.1,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.244,303.15,96.7,989.7,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.244,308.15,96.7,986.3,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.244,313.15,96.7,982.9,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.244,318.15,96.7,979.4,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.244,323.15,96.7,975.9,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.244,328.15,96.7,972.4,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.244,333.15,96.7,968.9,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.244,338.15,96.7,965.5,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.326,303.15,96.7,993.3,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.326,308.15,96.7,989.9,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.326,313.15,96.7,986.5,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.326,318.15,96.7,983,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.326,323.15,96.7,979.5,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.326,328.15,96.7,976,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.326,333.15,96.7,972.5,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.326,338.15,96.7,969.1,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.43,303.15,96.7,997,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.43,308.15,96.7,993.8,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.43,313.15,96.7,990.3,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.43,318.15,96.7,986.9,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.43,323.15,96.7,983.4,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.43,328.15,96.7,979.9,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.43,333.15,96.7,976.4,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.43,338.15,96.7,972.9,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.564,303.15,96.7,1002,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.564,308.15,96.7,998,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.564,313.15,96.7,995,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.564,318.15,96.7,991.3,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.564,323.15,96.7,987.9,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.564,328.15,96.7,984.4,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.564,333.15,96.7,980.9,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.564,338.15,96.7,977.4,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.744,303.15,96.7,1008,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.744,308.15,96.7,1004,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.744,313.15,96.7,1001,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.744,318.15,96.7,998,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.744,323.15,96.7,994,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.744,328.15,96.7,991.1,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.744,333.15,96.7,987.8,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.744,338.15,96.7,984.3,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.86,303.15,96.7,1011,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.86,308.15,96.7,1008,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.86,313.15,96.7,1005,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.86,318.15,96.7,1001,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.86,323.15,96.7,998,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.86,328.15,96.7,995,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.86,333.15,96.7,991.5,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,0.86,338.15,96.7,988.2,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,1,303.15,96.7,1014,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,1,308.15,96.7,1011,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,1,313.15,96.7,1008,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,1,318.15,96.7,1005,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,1,323.15,96.7,1002,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,1,328.15,96.7,999,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,1,333.15,96.7,995,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
OkdSg,1,338.15,96.7,992.2,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
