setid,Mole fraction of 1-ethyl-3-methylimidazolium trifluoromethanesulfonate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hWqlk,0.601,353.15,101,1301.45,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.6987,288.15,101,1369.93,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.6987,293.15,101,1365.47,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.6987,298.15,101,1361.02,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.6987,303.15,101,1356.6,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.6987,308.15,101,1352.19,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.6987,313.15,101,1347.8,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.6987,318.15,101,1343.42,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.6987,323.15,101,1339.07,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.6987,328.15,101,1334.73,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.6987,333.15,101,1330.42,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.6987,338.15,101,1326.12,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.6987,343.15,101,1321.84,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.6987,348.15,101,1317.57,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.6987,353.15,101,1313.31,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.8004,288.15,101,1379.1,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.8004,293.15,101,1374.71,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.8004,298.15,101,1370.34,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.8004,303.15,101,1366,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.8004,308.15,101,1361.68,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.8004,313.15,101,1357.37,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.8004,318.15,101,1353.08,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.8004,323.15,101,1348.81,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.8004,328.15,101,1344.56,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.8004,333.15,101,1340.32,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.8004,338.15,101,1336.1,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.8004,343.15,101,1331.89,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.8004,348.15,101,1327.7,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.8004,353.15,101,1323.52,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.8998,288.15,101,1386.27,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.8998,293.15,101,1382.11,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.8998,298.15,101,1377.96,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.8998,303.15,101,1373.74,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.8998,308.15,101,1369.48,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.8998,313.15,101,1365.29,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.8998,318.15,101,1361.12,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.8998,323.15,101,1356.94,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.8998,328.15,101,1352.83,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.8998,333.15,101,1348.62,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.8998,338.15,101,1344.59,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.8998,343.15,101,1340.57,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.8998,348.15,101,1336.11,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.8998,353.15,101,1332.21,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,1,288.15,101,1391.23,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,1,293.15,101,1387.12,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,1,298.15,101,1382.92,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,1,303.15,101,1378.67,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,1,308.15,101,1374.48,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,1,313.15,101,1370.3,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,1,318.15,101,1366.13,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,1,323.15,101,1361.99,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,1,328.15,101,1357.86,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,1,333.15,101,1353.74,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,1,338.15,101,1349.64,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,1,343.15,101,1345.56,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,1,348.15,101,1341.48,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,1,353.15,101,1337.41,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
