setid,"Temperature, K",Mole fraction of acetonitrile,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ZykJH,298.15,0.7865,101,1023.83,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,298.15,0.8539,101,970.37,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,298.15,0.897,101,927.04,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,298.15,0.9342,101,882.61,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,298.15,0.9567,101,851.01,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,298.15,0.9707,101,829.04,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,298.15,0.9803,101,813.02,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,298.15,0.9872,101,800.81,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,298.15,0.9925,101,791.34,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,298.15,0.9967,101,783.08,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,298.15,1,101,776.56,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,303.15,0,101,1233.9,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,303.15,0.0051,101,1233.7,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,303.15,0.0099,101,1232.8,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,303.15,0.0202,101,1231.9,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,303.15,0.0499,101,1228.4,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,303.15,0.1001,101,1222.6,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,303.15,0.1426,101,1218.9,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,303.15,0.2507,101,1200.86,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,303.15,0.3434,101,1183.93,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,303.15,0.4592,101,1158.68,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,303.15,0.5799,101,1121.49,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,303.15,0.679,101,1081,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,303.15,0.7423,101,1047.8,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,303.15,0.7865,101,1019.53,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,303.15,0.8539,101,965.84,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,303.15,0.897,101,922.31,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,303.15,0.9342,101,877.89,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,303.15,0.9567,101,845.95,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,303.15,0.9707,101,823.87,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,303.15,0.9803,101,807.78,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,303.15,0.9872,101,795.52,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,303.15,0.9925,101,786,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,303.15,0.9967,101,777.69,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,303.15,1,101,771.14,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,308.15,0,101,1230.5,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,308.15,0.0051,101,1230.3,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,308.15,0.0099,101,1229.5,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,308.15,0.0202,101,1228.5,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,308.15,0.0499,101,1225,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,308.15,0.1001,101,1219.16,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,308.15,0.1426,101,1215.45,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,308.15,0.2507,101,1197.33,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,308.15,0.3434,101,1180.33,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,308.15,0.4592,101,1154.98,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,308.15,0.5799,101,1117.63,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,308.15,0.679,101,1076.97,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,308.15,0.7423,101,1043.63,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,308.15,0.7865,101,1015.24,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,308.15,0.8539,101,961.31,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,308.15,0.897,101,917.58,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,308.15,0.9342,101,873.12,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,308.15,0.9567,101,840.87,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,308.15,0.9707,101,818.69,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,308.15,0.9803,101,802.52,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,308.15,0.9872,101,790.19,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,308.15,0.9925,101,780.62,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,308.15,0.9967,101,772.28,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,308.15,1,101,765.68,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
