setid,"Temperature, K","Solvent: MolaLity of 1-phenylpiperazinium tetrafluoroborate, mol/kg","MolaLity of L-serine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
iGWCm,298.15,0.055,0.2,100,1009.5,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,298.15,0.055,0.2499,100,1011.66,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,298.15,0.055,0.3,100,1013.87,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,298.15,0.055,0.35,100,1015.9,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,298.15,0.055,0.4,100,1018.02,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,298.15,0.1,0.0499,100,1005.85,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,298.15,0.1,0.0999,100,1008.09,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,298.15,0.1,0.15,100,1010.23,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,298.15,0.1,0.1999,100,1012.38,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,298.15,0.1,0.25,100,1014.49,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,298.15,0.1,0.2999,100,1016.6,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,298.15,0.1,0.3499,100,1018.73,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,298.15,0.1,0.4,100,1020.77,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,303.15,0.025,0.05,100,999.6,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,303.15,0.025,0.1,100,1001.78,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,303.15,0.025,0.15,100,1003.96,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,303.15,0.025,0.2,100,1006.11,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,303.15,0.025,0.2499,100,1008.27,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,303.15,0.025,0.2999,100,1010.36,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,303.15,0.025,0.35,100,1012.43,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,303.15,0.025,0.4,100,1014.5,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,303.15,0.055,0.0499,100,1001.58,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,303.15,0.055,0.0999,100,1003.73,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,303.15,0.055,0.1499,100,1005.88,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,303.15,0.055,0.2,100,1007.98,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,303.15,0.055,0.2499,100,1010.13,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,303.15,0.055,0.3,100,1012.32,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,303.15,0.055,0.35,100,1014.33,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,303.15,0.055,0.4,100,1016.44,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,303.15,0.1,0.0499,100,1004.33,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,303.15,0.1,0.0999,100,1006.56,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,303.15,0.1,0.15,100,1008.68,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,303.15,0.1,0.1999,100,1010.82,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,303.15,0.1,0.25,100,1012.91,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,303.15,0.1,0.2999,100,1015,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,303.15,0.1,0.3499,100,1017.12,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,303.15,0.1,0.4,100,1019.14,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,308.15,0.025,0.05,100,997.95,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,308.15,0.025,0.1,100,1000.11,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,308.15,0.025,0.15,100,1002.28,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,308.15,0.025,0.2,100,1004.41,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,308.15,0.025,0.2499,100,1006.55,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,308.15,0.025,0.2999,100,1008.64,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,308.15,0.025,0.35,100,1010.69,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,308.15,0.025,0.4,100,1012.75,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,308.15,0.055,0.0499,100,999.9,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,308.15,0.055,0.0999,100,1002.04,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,308.15,0.055,0.1499,100,1004.17,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,308.15,0.055,0.2,100,1006.26,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,308.15,0.055,0.2499,100,1008.39,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,308.15,0.055,0.3,100,1010.57,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,308.15,0.055,0.35,100,1012.57,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,308.15,0.055,0.4,100,1014.66,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,308.15,0.1,0.0499,100,1002.61,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,308.15,0.1,0.0999,100,1004.82,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,308.15,0.1,0.15,100,1006.93,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,308.15,0.1,0.1999,100,1009.05,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,308.15,0.1,0.25,100,1011.13,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,308.15,0.1,0.2999,100,1013.21,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,308.15,0.1,0.3499,100,1015.31,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
iGWCm,308.15,0.1,0.4,100,1017.33,Xie et al. (2016a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
