setid,"Temperature, K","MolaLity of 1-hexyl-3-methylimidazolium methyl sulfate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LDZAP,298.15,1.2835,101,1029,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,298.15,1.5445,101,1034,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,308.15,0.0118,101,994,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,308.15,0.0314,101,995,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,308.15,0.0497,101,996,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,308.15,0.076,101,997,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,308.15,0.0937,101,997,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,308.15,0.154,101,999,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,308.15,0.3076,101,1003,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,308.15,0.5023,101,1007,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,308.15,0.6255,101,1009,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,308.15,0.7024,101,1011,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,308.15,0.8838,101,1014,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,308.15,1.0712,101,1017,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,308.15,1.2835,101,1021,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,308.15,1.5445,101,1026,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,318.15,0.0118,101,991,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,318.15,0.0314,101,991,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,318.15,0.0497,101,992,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,318.15,0.076,101,992,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,318.15,0.0937,101,993,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,318.15,0.154,101,994,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,318.15,0.3076,101,998,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,318.15,0.5023,101,1002,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,318.15,0.6255,101,1004,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,318.15,0.7024,101,1005,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,318.15,0.8838,101,1009,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,318.15,1.0712,101,1012,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,318.15,1.2835,101,1016,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,318.15,1.5445,101,1020,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,328.15,0.0118,101,985,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,328.15,0.0314,101,986,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,328.15,0.0497,101,986,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,328.15,0.076,101,987,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,328.15,0.0937,101,987,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,328.15,0.154,101,988,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,328.15,0.3076,101,991,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,328.15,0.5023,101,994,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,328.15,0.6255,101,996,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,328.15,0.7024,101,997,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,328.15,0.8838,101,1000,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,328.15,1.0712,101,1003,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,328.15,1.2835,101,1006,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
LDZAP,328.15,1.5445,101,1009,Shekaari and Armanfar (2011),Density,Liquid,AADYJk,O,water,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,
