setid,"Temperature, K",Mole fraction of 1-butylpyridinium dicyanamide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
JJjAS,293.15,0.4009,100,979.4,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,293.15,0.4994,100,1002,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,293.15,0.5998,100,1020.8,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,293.15,0.6976,100,1036.7,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,293.15,0.7974,100,1049.5,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,293.15,0.903,100,1061.5,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,293.15,1,100,1071.9,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,298.15,0,100,799.6,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,298.15,0.1001,100,864.8,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,298.15,0.2008,100,912,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,298.15,0.3008,100,947.9,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,298.15,0.4009,100,976.1,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,298.15,0.4994,100,998.7,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,298.15,0.5998,100,1017.5,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,298.15,0.6976,100,1033.6,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,298.15,0.7974,100,1046.3,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,298.15,0.903,100,1058.3,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,298.15,1,100,1068.8,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,303.15,0,100,795.5,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,303.15,0.1001,100,861,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,303.15,0.2008,100,908.5,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,303.15,0.3008,100,944.5,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,303.15,0.4009,100,972.8,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,303.15,0.4994,100,995.5,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,303.15,0.5998,100,1014.3,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,303.15,0.6976,100,1030.4,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,303.15,0.7974,100,1043.2,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,303.15,0.903,100,1055.2,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,303.15,1,100,1065.8,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,308.15,0,100,791.5,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,308.15,0.1001,100,857.3,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,308.15,0.2008,100,904.9,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,308.15,0.3008,100,941.1,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,308.15,0.4009,100,969.4,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,308.15,0.4994,100,992.2,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,308.15,0.5998,100,1011.1,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,308.15,0.6976,100,1027.3,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,308.15,0.7974,100,1040.1,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,308.15,0.903,100,1052.2,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,308.15,1,100,1062.7,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,313.15,0,100,787.4,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,313.15,0.1001,100,853.5,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,313.15,0.2008,100,901.3,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,313.15,0.3008,100,937.7,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,313.15,0.4009,100,966.1,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,313.15,0.4994,100,989,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,313.15,0.5998,100,1008,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,313.15,0.6976,100,1024.1,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,313.15,0.7974,100,1037,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,313.15,0.903,100,1049.1,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,313.15,1,100,1059.7,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,318.15,0,100,783.2,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,318.15,0.1001,100,849.7,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,318.15,0.2008,100,897.8,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,318.15,0.3008,100,934.3,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,318.15,0.4009,100,962.9,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,318.15,0.4994,100,985.8,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,318.15,0.5998,100,1004.8,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,318.15,0.6976,100,1021,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,318.15,0.7974,100,1033.9,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,318.15,0.903,100,1046,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
JJjAS,318.15,1,100,1056.6,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcLI,CCCO,propan-1-ol,,,
