setid,"Temperature, K","MolaLity of 3-butyl-1-methyl-1H-imidazolium propanoate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FsRvX,308.15,0.0111,101,994.16,Tong et al. (2016a),Density,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,
FsRvX,308.15,0.0278,101,994.33,Tong et al. (2016a),Density,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,
FsRvX,308.15,0.0556,101,994.63,Tong et al. (2016a),Density,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,
FsRvX,308.15,0.1112,101,995.26,Tong et al. (2016a),Density,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,
FsRvX,308.15,0.167,101,995.92,Tong et al. (2016a),Density,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,
FsRvX,308.15,0.2789,101,997.29,Tong et al. (2016a),Density,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,
FsRvX,308.15,0.3351,101,997.97,Tong et al. (2016a),Density,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,
FsRvX,308.15,0.3912,101,998.65,Tong et al. (2016a),Density,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,
FsRvX,308.15,0.447,101,999.33,Tong et al. (2016a),Density,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,
FsRvX,313.15,0.0111,101,992.33,Tong et al. (2016a),Density,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,
FsRvX,313.15,0.0278,101,992.49,Tong et al. (2016a),Density,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,
FsRvX,313.15,0.0556,101,992.76,Tong et al. (2016a),Density,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,
FsRvX,313.15,0.1112,101,993.34,Tong et al. (2016a),Density,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,
FsRvX,313.15,0.167,101,993.97,Tong et al. (2016a),Density,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,
FsRvX,313.15,0.2789,101,995.28,Tong et al. (2016a),Density,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,
FsRvX,313.15,0.3351,101,995.94,Tong et al. (2016a),Density,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,
FsRvX,313.15,0.3912,101,996.62,Tong et al. (2016a),Density,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,
FsRvX,313.15,0.447,101,997.3,Tong et al. (2016a),Density,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,
FsRvX,318.15,0.0111,101,990.33,Tong et al. (2016a),Density,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,
FsRvX,318.15,0.0278,101,990.48,Tong et al. (2016a),Density,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,
FsRvX,318.15,0.0556,101,990.73,Tong et al. (2016a),Density,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,
FsRvX,318.15,0.1112,101,991.27,Tong et al. (2016a),Density,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,
FsRvX,318.15,0.167,101,991.85,Tong et al. (2016a),Density,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,
FsRvX,318.15,0.2789,101,993.12,Tong et al. (2016a),Density,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,
FsRvX,318.15,0.3351,101,993.76,Tong et al. (2016a),Density,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,
FsRvX,318.15,0.3912,101,994.39,Tong et al. (2016a),Density,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,
FsRvX,318.15,0.447,101,995.04,Tong et al. (2016a),Density,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,
