setid,"Solvent: MolaLity of benzyltributylammonium chloride, mol/kg","Temperature, K","MolaLity of Tartrazine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HwNCf,0.001,308.15,0.04,101.3,998.88,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.001,308.15,0.055,101.3,1000.77,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.001,308.15,0.07,101.3,1002.66,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.001,308.15,0.085,101.3,1004.55,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.001,318.15,0,101.3,989.01,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.001,318.15,0.01,101.3,990.22,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.001,318.15,0.025,101.3,992.09,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.001,318.15,0.04,101.3,993.99,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.001,318.15,0.055,101.3,995.89,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.001,318.15,0.07,101.3,997.79,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.001,318.15,0.085,101.3,999.7,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.003,298.15,0,101.3,997.09,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.003,298.15,0.01,101.3,998.3,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.003,298.15,0.025,101.3,1000.16,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.003,298.15,0.04,101.3,1002.05,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.003,298.15,0.055,101.3,1003.95,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.003,298.15,0.07,101.3,1005.85,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.003,298.15,0.085,101.3,1007.75,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.003,308.15,0,101.3,994.07,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.003,308.15,0.01,101.3,995.26,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.003,308.15,0.025,101.3,997.09,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.003,308.15,0.04,101.3,998.95,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.003,308.15,0.055,101.3,1000.86,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.003,308.15,0.07,101.3,1002.72,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.003,308.15,0.085,101.3,1004.62,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.003,318.15,0,101.3,989.12,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.003,318.15,0.01,101.3,990.32,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.003,318.15,0.025,101.3,992.18,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.003,318.15,0.04,101.3,994.06,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.003,318.15,0.055,101.3,995.97,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.003,318.15,0.07,101.3,997.89,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.003,318.15,0.085,101.3,999.78,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.005,298.15,0,101.3,997.21,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.005,298.15,0.01,101.3,998.41,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.005,298.15,0.025,101.3,1000.25,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.005,298.15,0.04,101.3,1002.13,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.005,298.15,0.055,101.3,1004.02,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.005,298.15,0.07,101.3,1005.9,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.005,298.15,0.085,101.3,1007.81,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.005,308.15,0,101.3,994.19,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.005,308.15,0.01,101.3,995.37,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.005,308.15,0.025,101.3,997.19,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.005,308.15,0.04,101.3,999.05,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.005,308.15,0.055,101.3,1000.94,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.005,308.15,0.07,101.3,1002.82,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.005,308.15,0.085,101.3,1004.72,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.005,318.15,0,101.3,989.21,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.005,318.15,0.01,101.3,990.4,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.005,318.15,0.025,101.3,992.25,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.005,318.15,0.04,101.3,994.13,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.005,318.15,0.055,101.3,996.03,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.005,318.15,0.07,101.3,997.94,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
HwNCf,0.005,318.15,0.085,101.3,999.84,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
