setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium diethyl phosphate,Mole fraction of water,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NOKAu,298.15,0.2025,0.3985,100,950,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,298.15,0.3039,0.3491,100,967,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,298.15,0.402,0.304,100,988,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,298.15,0.5051,0.2429,100,1009,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,298.15,0.6056,0.1954,100,1033,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,298.15,0.7013,0.1487,100,1060,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,298.15,0.8026,0.0994,100,1084,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,298.15,0.9033,0.0487,100,1103,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,303.15,0.1033,0.4497,100,930,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,303.15,0.2025,0.3985,100,946,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,303.15,0.3039,0.3491,100,961,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,303.15,0.402,0.304,100,982,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,303.15,0.5051,0.2429,100,1002,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,303.15,0.6056,0.1954,100,1027,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,303.15,0.7013,0.1487,100,1053,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,303.15,0.8026,0.0994,100,1079,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,303.15,0.9033,0.0487,100,1098,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,313.15,0.1033,0.4497,100,923,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,313.15,0.2025,0.3985,100,938,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,313.15,0.3039,0.3491,100,952,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,313.15,0.402,0.304,100,971,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,313.15,0.5051,0.2429,100,993,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,313.15,0.6056,0.1954,100,1013,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,313.15,0.7013,0.1487,100,1041,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,313.15,0.8026,0.0994,100,1067,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,313.15,0.9033,0.0487,100,1088,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,323.15,0.1033,0.4497,100,914,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,323.15,0.2025,0.3985,100,929,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,323.15,0.3039,0.3491,100,943,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,323.15,0.402,0.304,100,962,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,323.15,0.5051,0.2429,100,981,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,323.15,0.6056,0.1954,100,1001,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,323.15,0.7013,0.1487,100,1029,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,323.15,0.8026,0.0994,100,1055,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,323.15,0.9033,0.0487,100,1077,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,333.15,0.1033,0.4497,100,904,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,333.15,0.2025,0.3985,100,920,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,333.15,0.3039,0.3491,100,935,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,333.15,0.402,0.304,100,950,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,333.15,0.5051,0.2429,100,972,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,333.15,0.6056,0.1954,100,991,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,333.15,0.7013,0.1487,100,1018,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,333.15,0.8026,0.0994,100,1043,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
NOKAu,333.15,0.9033,0.0487,100,1065,Normazlan et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
