setid,"Temperature, K","MolaLity of 1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Yrama,303.15,0.0225,101,1059.8,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,303.15,0.0405,101,1062.2,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,303.15,0.0503,101,1063.6,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,303.15,0.0707,101,1066.2,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,303.15,0.0826,101,1067.8,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,303.15,0.0968,101,1069.6,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,303.15,0.1199,101,1072.7,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,303.15,0.1319,101,1074.2,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,303.15,0.1461,101,1076.2,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,303.15,0.1582,101,1077.4,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,303.15,0.1734,101,1079.4,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,303.15,0.1795,101,1080.1,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,303.15,0.1857,101,1080.9,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,303.15,0.1903,101,1081.3,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,303.15,0.1923,101,1081.7,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,303.15,0.2409,101,1087.7,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,303.15,0.2834,101,1092.5,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,303.15,0.3037,101,1095,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,303.15,0.3139,101,1096.3,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,303.15,0.3559,101,1101,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,303.15,0.3746,101,1102.9,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,303.15,0.423,101,1108.1,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,303.15,0.4629,101,1112.5,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,303.15,0.5288,101,1119.4,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,303.15,0.5602,101,1122.4,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,303.15,0.7064,101,1137.1,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,308.15,0.0225,101,1053.2,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,308.15,0.0405,101,1055.6,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,308.15,0.0503,101,1057,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,308.15,0.0707,101,1059.6,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,308.15,0.0826,101,1061.3,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,308.15,0.0968,101,1063,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,308.15,0.1199,101,1066.2,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,308.15,0.1319,101,1067.6,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,308.15,0.1461,101,1069.7,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,308.15,0.1582,101,1070.9,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,308.15,0.1734,101,1072.9,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,308.15,0.1795,101,1073.6,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,308.15,0.1857,101,1074.4,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,308.15,0.1903,101,1074.8,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,308.15,0.1923,101,1075.2,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,308.15,0.2409,101,1081.2,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,308.15,0.2834,101,1086,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,308.15,0.3037,101,1088.6,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,308.15,0.3139,101,1089.8,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,308.15,0.3559,101,1094.6,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,308.15,0.3746,101,1096.6,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,308.15,0.423,101,1101.7,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,308.15,0.4629,101,1106.2,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,308.15,0.5288,101,1113.1,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,308.15,0.5602,101,1116.1,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,308.15,0.7064,101,1130.9,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,313.15,0.0225,101,1046.5,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,313.15,0.0405,101,1049,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,313.15,0.0503,101,1050.4,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,313.15,0.0707,101,1053,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,313.15,0.0826,101,1054.7,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,313.15,0.0968,101,1056.4,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,313.15,0.1199,101,1059.6,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,313.15,0.1319,101,1061.1,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,313.15,0.1461,101,1063.1,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,313.15,0.1582,101,1064.3,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,313.15,0.1734,101,1066.4,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,313.15,0.1795,101,1067,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,313.15,0.1857,101,1067.9,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,313.15,0.1903,101,1068.3,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,313.15,0.1923,101,1068.7,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,313.15,0.2409,101,1074.7,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,313.15,0.2834,101,1079.6,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,313.15,0.3037,101,1082.2,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,313.15,0.3139,101,1083.4,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,313.15,0.3559,101,1088.2,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,313.15,0.3746,101,1090.2,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,313.15,0.423,101,1095.3,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,313.15,0.4629,101,1099.8,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,313.15,0.5288,101,1106.8,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,313.15,0.5602,101,1109.8,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,313.15,0.7064,101,1124.7,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
