setid,"Temperature, K",Mole fraction of diethylammonium hydrogen sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
GZsPO,303.15,0,101,1092,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,303.15,0.0569,101,1087,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,303.15,0.1196,101,1081,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,303.15,0.189,101,1075,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,303.15,0.2461,101,1070,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,303.15,0.308,101,1065,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,303.15,0.3756,101,1060,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,303.15,0.4494,101,1054,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,303.15,0.5306,101,1049,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,303.15,0.6201,101,1043,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,303.15,0.6852,101,1040,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,303.15,0.7552,101,1036,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,303.15,0.8306,101,1032,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,303.15,0.9121,101,1028,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,303.15,1,101,1024,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,308.15,0,101,1086,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,308.15,0.0569,101,1081,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,308.15,0.1196,101,1075,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,308.15,0.189,101,1069,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,308.15,0.2461,101,1065,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,308.15,0.308,101,1060,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,308.15,0.3756,101,1055,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,308.15,0.4494,101,1050,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,308.15,0.5306,101,1045,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,308.15,0.6201,101,1039,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,308.15,0.6852,101,1036,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,308.15,0.7552,101,1032,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,308.15,0.8306,101,1028,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,308.15,0.9121,101,1025,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,308.15,1,101,1021,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,318.15,0,101,1076,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,318.15,0.0569,101,1071,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,318.15,0.1196,101,1066,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,318.15,0.189,101,1060,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,318.15,0.2461,101,1055,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,318.15,0.308,101,1051,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,318.15,0.3756,101,1046,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,318.15,0.4494,101,1041,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,318.15,0.5306,101,1036,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,318.15,0.6201,101,1031,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,318.15,0.6852,101,1028,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,318.15,0.7552,101,1024,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,318.15,0.8306,101,1020,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,318.15,0.9121,101,1017,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,318.15,1,101,1013,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,328.15,0,101,1066,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,328.15,0.0569,101,1061,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,328.15,0.1196,101,1056,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,328.15,0.189,101,1051,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,328.15,0.2461,101,1046,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,328.15,0.308,101,1042,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,328.15,0.3756,101,1037,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,328.15,0.4494,101,1033,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,328.15,0.5306,101,1028,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,328.15,0.6201,101,1023,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,328.15,0.6852,101,1019,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,328.15,0.7552,101,1016,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,328.15,0.8306,101,1012,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,328.15,0.9121,101,1009,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
GZsPO,328.15,1,101,1005,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate,,,
