setid,"Temperature, K","MolaLity of lithium trifluoromethanesulfonate, mol/kg","Pressure, kPa","Specific density<SUP>*</SUP>, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
bNQdw,303.15,0.1002,100,8.034,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,303.15,0.2,100,15.884,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,303.15,0.3997,100,31.257,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,303.15,0.6998,100,53.509,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,303.15,0.9883,100,74.011,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,303.15,1.4996,100,108.3,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,303.15,1.9995,100,139.59,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,303.15,2.9985,100,196.07,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,303.15,3.9912,100,245.35,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,303.15,5.8794,100,323.74,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,303.15,7.4931,100,378.37,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,303.15,9.6345,100,437.24,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,308.15,0.04996,100,4.002,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,308.15,0.06998,100,5.596,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,308.15,0.1002,100,7.989,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,308.15,0.2,100,15.798,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,308.15,0.3997,100,31.085,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,308.15,0.6998,100,53.203,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,308.15,0.9883,100,73.576,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,308.15,1.4996,100,107.63,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,308.15,1.9995,100,138.7,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,308.15,2.9985,100,194.77,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,308.15,3.9912,100,243.67,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,308.15,5.8794,100,321.54,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,308.15,7.4931,100,375.87,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,308.15,9.6345,100,434.51,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,313.15,0.04996,100,3.983,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,313.15,0.06998,100,5.567,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,313.15,0.1002,100,7.95,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,313.15,0.2,100,15.719,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,313.15,0.3997,100,30.92,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,313.15,0.6998,100,52.913,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,313.15,0.9883,100,73.165,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,313.15,1.4996,100,107,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,313.15,1.9995,100,137.87,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,313.15,2.9985,100,193.54,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,313.15,3.9912,100,242.1,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,313.15,5.8794,100,319.49,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,313.15,7.4931,100,373.53,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,313.15,9.6345,100,431.96,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,318.15,0.04996,100,3.965,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,318.15,0.06998,100,5.54,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,318.15,0.1002,100,7.912,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,318.15,0.2,100,15.643,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,318.15,0.3997,100,30.767,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,318.15,0.6998,100,52.643,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,318.15,0.9883,100,72.778,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,318.15,1.4996,100,106.41,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,318.15,1.9995,100,137.08,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,318.15,2.9985,100,192.39,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,318.15,3.9912,100,240.63,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,318.15,5.8794,100,317.56,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,318.15,7.4931,100,371.35,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,318.15,9.6345,100,429.56,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,323.15,0.04996,100,3.946,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,323.15,0.06998,100,5.514,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,323.15,0.1002,100,7.873,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,323.15,0.2,100,15.57,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,323.15,0.3997,100,30.62,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,323.15,0.6998,100,52.384,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,323.15,0.9883,100,72.413,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,323.15,1.4996,100,105.86,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,323.15,1.9995,100,136.33,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,323.15,2.9985,100,191.3,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,323.15,3.9912,100,239.25,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,323.15,5.8794,100,315.75,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,323.15,7.4931,100,369.31,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,323.15,9.6345,100,427.32,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,328.15,0.04996,100,3.93,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,328.15,0.06998,100,5.489,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,328.15,0.1002,100,7.842,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,328.15,0.2,100,15.502,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,328.15,0.3997,100,30.482,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,328.15,0.6998,100,52.138,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,328.15,0.9883,100,72.062,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,328.15,1.4996,100,105.32,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,328.15,1.9995,100,135.63,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,328.15,2.9985,100,190.28,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,328.15,3.9912,100,237.95,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,328.15,5.8794,100,314.07,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,328.15,7.4931,100,367.4,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,328.15,9.6345,100,425.22,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,333.15,0.04996,100,3.912,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,333.15,0.06998,100,5.467,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,333.15,0.1002,100,7.81,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,333.15,0.2,100,15.438,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,333.15,0.3997,100,30.35,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,333.15,0.6998,100,51.901,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,333.15,0.9883,100,71.729,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,333.15,1.4996,100,104.82,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,333.15,1.9995,100,134.96,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,333.15,2.9985,100,189.3,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,333.15,3.9912,100,236.72,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,333.15,5.8794,100,312.48,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,333.15,7.4931,100,365.6,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,333.15,9.6345,100,423.25,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,338.15,0.04996,100,3.897,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,338.15,0.06998,100,5.446,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,338.15,0.1002,100,7.779,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,338.15,0.2,100,15.376,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,338.15,0.3997,100,30.219,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,338.15,0.6998,100,51.678,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,338.15,0.9883,100,71.41,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,338.15,1.4996,100,104.33,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,338.15,1.9995,100,134.32,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,338.15,2.9985,100,188.38,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,338.15,3.9912,100,235.56,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
