setid,"Temperature, K","MolaLity of 4-decyl-4-methylmorpholinium tetrafluoroborate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
aTbRT,303.15,0.1522,100,947.494,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,303.15,0.1872,100,949.25,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,303.15,0.2224,100,950.963,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,303.15,0.2824,100,953.795,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,303.15,0.3438,100,956.58,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,308.15,0,100,934.405,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,308.15,0.0103,100,935.027,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,308.15,0.0157,100,935.347,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,308.15,0.0215,100,935.689,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,308.15,0.0269,100,936.005,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,308.15,0.0319,100,936.296,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,308.15,0.0429,100,936.918,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,308.15,0.0647,100,938.138,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,308.15,0.0867,100,939.339,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,308.15,0.1081,100,940.485,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,308.15,0.1522,100,942.798,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,308.15,0.1872,100,944.573,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,308.15,0.2224,100,946.304,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,308.15,0.2824,100,949.165,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,308.15,0.3438,100,951.976,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,313.15,0,100,929.606,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,313.15,0.0103,100,930.236,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,313.15,0.0157,100,930.559,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,313.15,0.0215,100,930.907,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,313.15,0.0269,100,931.225,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,313.15,0.0319,100,931.522,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,313.15,0.0429,100,932.151,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,313.15,0.0647,100,933.384,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,313.15,0.0867,100,934.596,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,313.15,0.1081,100,935.755,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,313.15,0.1522,100,938.093,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,313.15,0.1872,100,939.885,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,313.15,0.2224,100,941.635,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,313.15,0.2824,100,944.524,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,313.15,0.3438,100,947.363,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,318.15,0,100,924.796,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,318.15,0.0103,100,925.434,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,318.15,0.0157,100,925.761,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,318.15,0.0215,100,926.111,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,318.15,0.0269,100,926.433,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,318.15,0.0319,100,926.729,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,318.15,0.0429,100,927.369,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,318.15,0.0647,100,928.616,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,318.15,0.0867,100,929.84,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,318.15,0.1081,100,931.014,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,318.15,0.1522,100,933.376,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,318.15,0.1872,100,935.187,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,318.15,0.2224,100,936.956,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,318.15,0.2824,100,939.874,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,318.15,0.3438,100,942.741,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,328.15,0,100,915.137,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,328.15,0.0103,100,915.794,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,328.15,0.0157,100,916.129,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,328.15,0.0215,100,916.489,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,328.15,0.0269,100,916.82,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,328.15,0.0319,100,917.121,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,328.15,0.0429,100,917.771,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,328.15,0.0647,100,919.044,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,328.15,0.0867,100,920.291,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,328.15,0.1081,100,921.499,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,328.15,0.1522,100,923.912,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,328.15,0.1872,100,925.762,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,328.15,0.2224,100,927.568,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,328.15,0.2824,100,930.547,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
aTbRT,328.15,0.3438,100,933.473,Marcinkowski et al. (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
