setid,"Solvent: MolaLity of sodium dodecyl sulfate, mol/kg","Temperature, K","MolaLity of L-arginine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
pNnZy,0,293.15,0.015,101,998.9,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,293.15,0.025,101,999.4,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,293.15,0.035,101,999.9,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,293.15,0.045,101,1000.4,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,293.15,0.055,101,1000.9,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,293.15,0.065,101,1001.4,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,293.15,0.075,101,1001.9,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,293.15,0.085,101,1002.3,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,293.15,0.095,101,1002.8,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,293.15,0.105,101,1003.3,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,298.15,0.015,101,997.8,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,298.15,0.025,101,998.3,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,298.15,0.035,101,998.8,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,298.15,0.045,101,999.2,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,298.15,0.055,101,999.7,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,298.15,0.065,101,1000.2,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,298.15,0.075,101,1000.7,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,298.15,0.085,101,1001.2,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,298.15,0.095,101,1001.6,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,298.15,0.105,101,1002.1,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,303.15,0.015,101,996.4,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,303.15,0.025,101,996.9,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,303.15,0.035,101,997.3,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,303.15,0.045,101,997.8,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,303.15,0.055,101,998.3,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,303.15,0.065,101,998.8,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,303.15,0.075,101,999.3,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,303.15,0.085,101,999.7,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,303.15,0.095,101,1000.2,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,303.15,0.105,101,1000.7,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,308.15,0.015,101,994.8,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,308.15,0.025,101,995.2,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,308.15,0.035,101,995.7,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,308.15,0.045,101,996.2,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,308.15,0.055,101,996.7,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,308.15,0.065,101,997.2,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,308.15,0.075,101,997.7,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,308.15,0.085,101,998.1,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,308.15,0.095,101,998.6,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0,308.15,0.105,101,999.1,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,288.15,0.015,101,1000,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,288.15,0.025,101,1000.7,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,288.15,0.035,101,1001.3,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,288.15,0.045,101,1001.9,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,288.15,0.055,101,1002.6,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,288.15,0.065,101,1003.2,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,288.15,0.075,101,1003.8,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,288.15,0.085,101,1004.4,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,288.15,0.095,101,1005,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,288.15,0.105,101,1005.6,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,293.15,0.015,101,999.1,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,293.15,0.025,101,999.8,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,293.15,0.035,101,1000.4,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,293.15,0.045,101,1001,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,293.15,0.055,101,1001.6,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,293.15,0.065,101,1002.3,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,293.15,0.075,101,1002.9,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,293.15,0.085,101,1003.5,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,293.15,0.095,101,1004.1,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,293.15,0.105,101,1004.7,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,298.15,0.015,101,998,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,298.15,0.025,101,998.6,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,298.15,0.035,101,999.2,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,298.15,0.045,101,999.8,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,298.15,0.055,101,1000.5,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,298.15,0.065,101,1001.1,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,298.15,0.075,101,1001.7,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,298.15,0.085,101,1002.3,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,298.15,0.095,101,1002.9,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,298.15,0.105,101,1003.5,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,303.15,0.015,101,996.6,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,303.15,0.025,101,997.2,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,303.15,0.035,101,997.8,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,303.15,0.045,101,998.4,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,303.15,0.055,101,999.1,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,303.15,0.065,101,999.7,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,303.15,0.075,101,1000.3,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,303.15,0.085,101,1000.9,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,303.15,0.095,101,1001.5,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,303.15,0.105,101,1002.1,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,308.15,0.015,101,995,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,308.15,0.025,101,995.6,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,308.15,0.035,101,996.2,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,308.15,0.045,101,996.8,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,308.15,0.055,101,997.4,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,308.15,0.065,101,998,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,308.15,0.075,101,998.6,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
pNnZy,0.005,308.15,0.085,101,999.3,Naz et al. (2018),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
