setid,"Temperature, K","MolaLity of 1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ZJsvC,308.15,0.02189,100,994.7,Vranes et al. (2016b),Density,Liquid,AADYJk,O,water,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,,,
ZJsvC,308.15,0.02543,100,994.8,Vranes et al. (2016b),Density,Liquid,AADYJk,O,water,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,,,
ZJsvC,308.15,0.03157,100,995,Vranes et al. (2016b),Density,Liquid,AADYJk,O,water,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,,,
ZJsvC,313.15,0,100,992.2,Vranes et al. (2016b),Density,Liquid,AADYJk,O,water,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,,,
ZJsvC,313.15,0.0054,100,992.3,Vranes et al. (2016b),Density,Liquid,AADYJk,O,water,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,,,
ZJsvC,313.15,0.00661,100,992.4,Vranes et al. (2016b),Density,Liquid,AADYJk,O,water,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,,,
ZJsvC,313.15,0.00978,100,992.5,Vranes et al. (2016b),Density,Liquid,AADYJk,O,water,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,,,
ZJsvC,313.15,0.01304,100,992.5,Vranes et al. (2016b),Density,Liquid,AADYJk,O,water,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,,,
ZJsvC,313.15,0.01569,100,992.6,Vranes et al. (2016b),Density,Liquid,AADYJk,O,water,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,,,
ZJsvC,313.15,0.0188,100,992.7,Vranes et al. (2016b),Density,Liquid,AADYJk,O,water,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,,,
ZJsvC,313.15,0.02189,100,992.8,Vranes et al. (2016b),Density,Liquid,AADYJk,O,water,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,,,
ZJsvC,313.15,0.02543,100,993,Vranes et al. (2016b),Density,Liquid,AADYJk,O,water,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,,,
ZJsvC,313.15,0.03157,100,993.2,Vranes et al. (2016b),Density,Liquid,AADYJk,O,water,AAfOxg,Cn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,,,
