setid,"Temperature, K",Mole fraction of bis(2-hydroxyethyl)dimethylammonium methanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
twNyC,318.15,0.099,101,902.6,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAIsrh,CCO,ethanol,,,
twNyC,318.15,0.2,101,996.7,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAIsrh,CCO,ethanol,,,
twNyC,318.15,0.2984,101,1066.6,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAIsrh,CCO,ethanol,,,
twNyC,318.15,0.4,101,1121.5,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAIsrh,CCO,ethanol,,,
twNyC,318.15,0.5005,101,1164.6,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAIsrh,CCO,ethanol,,,
twNyC,318.15,0.6011,101,1199.3,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAIsrh,CCO,ethanol,,,
twNyC,318.15,0.7008,101,1227.4,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAIsrh,CCO,ethanol,,,
twNyC,318.15,0.7993,101,1250.7,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAIsrh,CCO,ethanol,,,
twNyC,318.15,0.8954,101,1270.2,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAIsrh,CCO,ethanol,,,
twNyC,318.15,1,101,1285.5,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAIsrh,CCO,ethanol,,,
twNyC,323.15,0,101,763.4,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAIsrh,CCO,ethanol,,,
twNyC,323.15,0.099,101,898.7,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAIsrh,CCO,ethanol,,,
twNyC,323.15,0.2,101,992.9,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAIsrh,CCO,ethanol,,,
twNyC,323.15,0.2984,101,1062.9,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAIsrh,CCO,ethanol,,,
twNyC,323.15,0.4,101,1118,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAIsrh,CCO,ethanol,,,
twNyC,323.15,0.5005,101,1161.3,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAIsrh,CCO,ethanol,,,
twNyC,323.15,0.6011,101,1196.1,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAIsrh,CCO,ethanol,,,
twNyC,323.15,0.7008,101,1224.5,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAIsrh,CCO,ethanol,,,
twNyC,323.15,0.7993,101,1247.6,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAIsrh,CCO,ethanol,,,
twNyC,323.15,0.8954,101,1267.1,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAIsrh,CCO,ethanol,,,
twNyC,323.15,1,101,1282.3,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAIsrh,CCO,ethanol,,,
