setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium hydrogen sulfate,"Pressure, kPa",Solvent: Mole ratio of glycerol to other component of binary solvent,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
AVHJE,333.15,0,100,2,1182.5,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,333.15,0.1,100,2,1191.1,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,333.15,0.2,100,2,1209.8,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,333.15,0.3,100,2,1223.7,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,333.15,0.4,100,2,1239.4,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,333.15,0.5,100,2,1252.5,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,333.15,0.6,100,2,1273.4,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,333.15,0.7,100,2,1290.1,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,333.15,0.8,100,2,1306.7,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,333.15,0.9,100,2,1321.8,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,333.15,1,100,2,1344.8,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,338.15,0,100,2,1179.6,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,338.15,0.1,100,2,1188.2,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,338.15,0.2,100,2,1206.9,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,338.15,0.3,100,2,1220.8,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,338.15,0.4,100,2,1236.5,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,338.15,0.5,100,2,1249.6,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,338.15,0.6,100,2,1270.4,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,338.15,0.7,100,2,1287.1,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,338.15,0.8,100,2,1303.7,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,338.15,0.9,100,2,1318.8,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,338.15,1,100,2,1341.8,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,343.15,0,100,2,1176.8,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,343.15,0.1,100,2,1185.4,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,343.15,0.2,100,2,1204,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,343.15,0.3,100,2,1217.9,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,343.15,0.4,100,2,1233.5,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,343.15,0.5,100,2,1246.6,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,343.15,0.6,100,2,1267.5,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,343.15,0.7,100,2,1284.1,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,343.15,0.8,100,2,1300.7,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,343.15,0.9,100,2,1315.8,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
AVHJE,343.15,1,100,2,1338.8,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
