setid,"Temperature, K","MolaLity of N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
WQcUg,303.15,0.0257,100,935.38,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,303.15,0.036,100,936.843,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,303.15,0.0521,100,939.124,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,303.15,0.0692,100,941.494,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,303.15,0.0842,100,943.558,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,303.15,0.1052,100,946.423,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,303.15,0.1278,100,949.451,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,303.15,0.1621,100,953.986,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,308.15,0,100,927.049,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,308.15,0.0102,100,928.535,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,308.15,0.0154,100,929.28,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,308.15,0.0257,100,930.76,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,308.15,0.036,100,932.226,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,308.15,0.0521,100,934.501,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,308.15,0.0692,100,936.882,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,308.15,0.0842,100,938.944,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,308.15,0.1052,100,941.804,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,308.15,0.1278,100,944.825,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,308.15,0.1621,100,949.352,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,313.15,0,100,922.416,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,313.15,0.0102,100,923.903,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,313.15,0.0154,100,924.65,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,313.15,0.0257,100,926.13,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,313.15,0.036,100,927.6,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,313.15,0.0521,100,929.879,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,313.15,0.0692,100,932.253,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,313.15,0.0842,100,934.325,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,313.15,0.1052,100,937.19,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,313.15,0.1278,100,940.223,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,313.15,0.1621,100,944.755,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,318.15,0,100,917.78,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,318.15,0.0102,100,919.27,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,318.15,0.0154,100,920.016,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,318.15,0.0257,100,921.5,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,318.15,0.036,100,922.973,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,318.15,0.0521,100,925.25,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,318.15,0.0692,100,927.634,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,318.15,0.0842,100,929.698,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,318.15,0.1052,100,932.567,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,318.15,0.1278,100,935.607,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
WQcUg,318.15,0.1621,100,940.135,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
