setid,"Temperature, K","MolaLity of 1-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
sIrqo,293.15,0.04103,101.3,807.5,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,293.15,0.05077,101.3,807.6,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,293.15,0.06146,101.3,807.74,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,293.15,0.07512,101.3,807.69,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,293.15,0.1,101.3,807.69,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,298.15,0,101.3,800.98,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,298.15,0.00528,101.3,801.23,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,298.15,0.01039,101.3,801.47,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,298.15,0.02103,101.3,801.87,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,298.15,0.03182,101.3,802.06,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,298.15,0.04103,101.3,802.28,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,298.15,0.05077,101.3,802.36,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,298.15,0.06146,101.3,802.5,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,298.15,0.07512,101.3,802.45,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,298.15,0.1,101.3,802.43,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,303.15,0,101.3,795.7,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,303.15,0.00528,101.3,795.96,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,303.15,0.01039,101.3,796.2,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,303.15,0.02103,101.3,796.62,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,303.15,0.03182,101.3,796.83,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,303.15,0.04103,101.3,797.05,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,303.15,0.05077,101.3,797.25,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,303.15,0.06146,101.3,797.29,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,303.15,0.07512,101.3,797.24,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,303.15,0.1,101.3,797.24,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,308.15,0,101.3,790.38,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,308.15,0.00528,101.3,790.66,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,308.15,0.01039,101.3,790.91,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,308.15,0.02103,101.3,791.35,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,308.15,0.03182,101.3,791.57,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,308.15,0.04103,101.3,791.81,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,308.15,0.05077,101.3,791.87,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,308.15,0.06146,101.3,792.06,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,308.15,0.07512,101.3,792.01,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,308.15,0.1,101.3,792.01,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,313.15,0,101.3,785.05,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,313.15,0.00528,101.3,785.34,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,313.15,0.01039,101.3,785.61,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,313.15,0.02103,101.3,786.07,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,313.15,0.03182,101.3,786.3,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,313.15,0.04103,101.3,786.54,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,313.15,0.05077,101.3,786.7,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,313.15,0.06146,101.3,786.7,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,313.15,0.07512,101.3,786.75,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
sIrqo,313.15,0.1,101.3,786.72,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
