setid,"Temperature, K","MolaLity of 1-dodecyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
IFQBN,303.15,0.00371,101,1090.4,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
IFQBN,303.15,0.00614,101,1090.4,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
IFQBN,303.15,0.00792,101,1090.41,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
IFQBN,303.15,0.00994,101,1090.42,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
IFQBN,303.15,0.0118,101,1090.43,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
IFQBN,303.15,0.01399,101,1090.44,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
IFQBN,303.15,0.01604,101,1090.45,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
IFQBN,303.15,0.01817,101,1090.46,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
IFQBN,303.15,0.01986,101,1090.47,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
IFQBN,303.15,0.02211,101,1090.48,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
IFQBN,308.15,0,101,1085.41,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
IFQBN,308.15,0.00436,101,1085.43,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
IFQBN,308.15,0.00683,101,1085.43,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
IFQBN,308.15,0.00903,101,1085.45,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
IFQBN,308.15,0.01149,101,1085.46,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
IFQBN,308.15,0.01349,101,1085.47,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
IFQBN,308.15,0.01606,101,1085.48,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
IFQBN,308.15,0.01812,101,1085.49,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
IFQBN,308.15,0.02147,101,1085.51,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
IFQBN,308.15,0.02348,101,1085.52,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
IFQBN,308.15,0.02922,101,1085.55,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
IFQBN,313.15,0,101,1080.47,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
IFQBN,313.15,0.00453,101,1080.48,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
IFQBN,313.15,0.00685,101,1080.5,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
IFQBN,313.15,0.00907,101,1080.51,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
IFQBN,313.15,0.01123,101,1080.52,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
IFQBN,313.15,0.01315,101,1080.53,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
IFQBN,313.15,0.01625,101,1080.55,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
IFQBN,313.15,0.01812,101,1080.56,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
IFQBN,313.15,0.02054,101,1080.57,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
IFQBN,313.15,0.02269,101,1080.59,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,,,
