setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium trifluoromethanesulfonate,Mole fraction of acetonitrile,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BJxeX,298.15,0.7913,0.0731,100,1263.9,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,303.15,0.0301,0.9323,100,839,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,303.15,0.0687,0.8807,100,902.7,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,303.15,0.1,0.8406,100,947.4,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,303.15,0.1345,0.7959,100,990.5,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,303.15,0.1613,0.7595,100,1019.7,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,303.15,0.1948,0.7145,100,1051.8,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,303.15,0.2336,0.6624,100,1083.6,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,303.15,0.2747,0.6065,100,1111.7,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,303.15,0.3079,0.5593,100,1130.9,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,303.15,0.3344,0.5196,100,1144.4,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,303.15,0.3634,0.476,100,1157.5,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,303.15,0.3953,0.4282,100,1170.2,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,303.15,0.4305,0.3754,100,1182.4,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,303.15,0.4618,0.3267,100,1192.2,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,303.15,0.496,0.2734,100,1201.7,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,303.15,0.5316,0.2476,100,1210.8,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,303.15,0.5682,0.2221,100,1219.3,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,303.15,0.6098,0.1706,100,1228.3,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,303.15,0.6369,0.1591,100,1233.8,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,303.15,0.6778,0.1324,100,1241.6,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,303.15,0.7035,0.1252,100,1246.3,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,303.15,0.7318,0.1042,100,1251.1,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,303.15,0.7659,0.0894,100,1256.4,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,303.15,0.7913,0.0731,100,1259.9,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,308.15,0.0301,0.9323,100,833.7,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,308.15,0.0687,0.8807,100,897.6,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,308.15,0.1,0.8406,100,942.4,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,308.15,0.1345,0.7959,100,985.6,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,308.15,0.1613,0.7595,100,1014.9,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,308.15,0.1948,0.7145,100,1047.1,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,308.15,0.2336,0.6624,100,1078.9,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,308.15,0.2747,0.6065,100,1107.1,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,308.15,0.3079,0.5593,100,1126.4,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,308.15,0.3344,0.5196,100,1139.9,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,308.15,0.3634,0.476,100,1153,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,308.15,0.3953,0.4282,100,1165.7,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,308.15,0.4305,0.3754,100,1178,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,308.15,0.4618,0.3267,100,1187.8,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,308.15,0.496,0.2734,100,1197.4,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,308.15,0.5316,0.2476,100,1206.5,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,308.15,0.5682,0.2221,100,1215,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,308.15,0.6098,0.1706,100,1224.1,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,308.15,0.6369,0.1591,100,1229.6,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,308.15,0.6778,0.1324,100,1237.5,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,308.15,0.7035,0.1252,100,1242.2,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,308.15,0.7318,0.1042,100,1247,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,308.15,0.7659,0.0894,100,1252.4,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,308.15,0.7913,0.0731,100,1255.9,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,313.15,0.0301,0.9323,100,828.4,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,313.15,0.0687,0.8807,100,892.5,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,313.15,0.1,0.8406,100,937.4,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,313.15,0.1345,0.7959,100,980.7,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,313.15,0.1613,0.7595,100,1010.1,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,313.15,0.1948,0.7145,100,1042.4,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,313.15,0.2336,0.6624,100,1074.3,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,313.15,0.2747,0.6065,100,1102.5,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,313.15,0.3079,0.5593,100,1121.8,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,313.15,0.3344,0.5196,100,1135.4,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,313.15,0.3634,0.476,100,1148.5,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,313.15,0.3953,0.4282,100,1161.3,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
