setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium chloride,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DancX,288.15,0.1361,101,1005.6,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,288.15,0.1489,101,1009.6,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,288.15,0.1626,101,1013.74,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,288.15,0.1759,101,1017.7,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,298.15,0,101,944.26,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,298.15,0.0102,101,949.52,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,298.15,0.0203,101,954.18,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,298.15,0.031,101,958.86,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,298.15,0.0417,101,963.18,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,298.15,0.0524,101,967.27,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,298.15,0.0635,101,971.86,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,298.15,0.0752,101,976.05,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,298.15,0.0867,101,980.59,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,298.15,0.0988,101,984.64,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,298.15,0.1107,101,988.67,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,298.15,0.1232,101,992.88,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,298.15,0.1361,101,997.07,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,298.15,0.1489,101,1001.24,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,298.15,0.1626,101,1005.4,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,298.15,0.1759,101,1009.49,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,308.15,0,101,934.69,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,308.15,0.0102,101,940.08,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,308.15,0.0203,101,944.84,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,308.15,0.031,101,949.62,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,308.15,0.0417,101,954.02,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,308.15,0.0524,101,958.21,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,308.15,0.0635,101,962.87,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,308.15,0.0752,101,967.15,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,308.15,0.0867,101,971.78,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,308.15,0.0988,101,975.93,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,308.15,0.1107,101,980.02,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,308.15,0.1232,101,984.31,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,308.15,0.1361,101,988.59,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,308.15,0.1489,101,992.84,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,308.15,0.1626,101,997.09,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,308.15,0.1759,101,1001.24,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,318.15,0,101,925.2,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,318.15,0.0102,101,930.6,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,318.15,0.0203,101,935.4,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,318.15,0.031,101,940.37,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,318.15,0.0417,101,944.85,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,318.15,0.0524,101,949.12,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,318.15,0.0635,101,953.87,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,318.15,0.0752,101,958.24,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,318.15,0.0867,101,962.96,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,318.15,0.0988,101,967.2,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,318.15,0.1107,101,971.44,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,318.15,0.1232,101,975.73,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,318.15,0.1361,101,980.13,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,318.15,0.1489,101,984.44,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,318.15,0.1626,101,988.83,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
DancX,318.15,0.1759,101,993.01,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
