setid,"Temperature, K",Mole fraction of triethylammonium hydrogen sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jLDDq,298.15,0.892,101,1139.75,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,298.15,0.9443,101,1141.31,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,298.15,0.9756,101,1142.16,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,298.15,1,101,1142.89,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,303.15,0,101,1092.41,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,303.15,0.011,101,1093.41,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,303.15,0.0461,101,1096.59,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,303.15,0.0844,101,1099.78,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,303.15,0.1228,101,1102.83,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,303.15,0.1731,101,1106.42,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,303.15,0.2188,101,1109.48,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,303.15,0.2624,101,1112.16,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,303.15,0.347,101,1116.92,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,303.15,0.4202,101,1120.66,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,303.15,0.5036,101,1124.55,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,303.15,0.5996,101,1128.52,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,303.15,0.6721,101,1131.29,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,303.15,0.7527,101,1134.16,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,303.15,0.801,101,1135.86,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,303.15,0.8444,101,1137.21,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,303.15,0.892,101,1138.67,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,303.15,0.9443,101,1140.23,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,303.15,0.9756,101,1141.12,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,303.15,1,101,1141.83,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,308.15,0,101,1086.06,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,308.15,0.011,101,1087.27,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,308.15,0.0461,101,1090.85,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,308.15,0.0844,101,1094.44,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,308.15,0.1228,101,1097.9,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,308.15,0.1731,101,1101.95,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,308.15,0.2188,101,1105.35,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,308.15,0.2624,101,1108.41,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,308.15,0.347,101,1113.67,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,308.15,0.4202,101,1117.77,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,308.15,0.5036,101,1122.02,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,308.15,0.5996,101,1126.4,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,308.15,0.6721,101,1129.45,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,308.15,0.7527,101,1132.54,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,308.15,0.801,101,1134.28,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,308.15,0.8444,101,1135.79,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,308.15,0.892,101,1137.37,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,308.15,0.9443,101,1139.03,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,308.15,0.9756,101,1139.99,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
jLDDq,308.15,1,101,1140.72,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate,,,
