setid,"Temperature, K",Mole fraction of 1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ZTsIu,303.15,0.0999,100,1119.3,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,303.15,0.2013,100,1126.9,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,303.15,0.3006,100,1129,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,303.15,0.3966,100,1130.3,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,303.15,0.5,100,1132.8,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,303.15,0.6011,100,1135.6,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,303.15,0.7007,100,1138.2,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,303.15,0.8001,100,1140,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,303.15,0.8946,100,1141.4,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,303.15,1,100,1143.5,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,308.15,0,100,1085.2,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,308.15,0.0999,100,1114.8,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,308.15,0.2013,100,1122.7,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,308.15,0.3006,100,1124.7,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,308.15,0.3966,100,1126.4,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,308.15,0.5,100,1129,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,308.15,0.6011,100,1131.9,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,308.15,0.7007,100,1134.6,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,308.15,0.8001,100,1136.5,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,308.15,0.8946,100,1137.9,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,308.15,1,100,1140.1,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,313.15,0,100,1080.2,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,313.15,0.0999,100,1110.4,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,313.15,0.2013,100,1118.6,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,313.15,0.3006,100,1120.8,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,313.15,0.3966,100,1122.7,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,313.15,0.5,100,1125.3,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,313.15,0.6011,100,1128.3,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,313.15,0.7007,100,1131,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,313.15,0.8001,100,1133,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,313.15,0.8946,100,1134.5,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,313.15,1,100,1136.7,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,318.15,0,100,1075.2,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,318.15,0.0999,100,1106,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,318.15,0.2013,100,1114.5,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,318.15,0.3006,100,1116.9,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,318.15,0.3966,100,1118.8,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,318.15,0.5,100,1121.7,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,318.15,0.6011,100,1124.7,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,318.15,0.7007,100,1127.5,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,318.15,0.8001,100,1129.5,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,318.15,0.8946,100,1131,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZTsIu,318.15,1,100,1133.3,Wang et al. (2022k),Density,Liquid,ABDNsG,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
