setid,"Solvent: MolaLity of 1-hexyl-3-methyl-1H-imidazolium bromide, mol/kg","Temperature, K","MolaLity of 2-aminoacetic acid, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
PCHYt,0.01,293.15,0.707,100,1021,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,293.15,0.794,100,1023.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,293.15,0.896,100,1027,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,293.15,1.0223,100,1031,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,298.15,0,100,997.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,298.15,0.1057,100,1000.9,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,298.15,0.2003,100,1003.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,298.15,0.3008,100,1007,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,298.15,0.4002,100,1010.2,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,298.15,0.4994,100,1013.3,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,298.15,0.598,100,1016.4,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,298.15,0.707,100,1019.9,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,298.15,0.794,100,1022.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,298.15,0.896,100,1025.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,298.15,1.0223,100,1029.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,303.15,0,100,996.1,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,303.15,0.1057,100,999.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,303.15,0.2003,100,1002.4,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,303.15,0.3008,100,1005.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,303.15,0.4002,100,1008.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,303.15,0.4994,100,1011.9,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,303.15,0.598,100,1015,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,303.15,0.707,100,1018.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,303.15,0.794,100,1021.2,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,303.15,0.896,100,1024.4,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,303.15,1.0223,100,1028.4,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,308.15,0,100,994.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,308.15,0.1057,100,997.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,308.15,0.2003,100,1000.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,308.15,0.3008,100,1004,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,308.15,0.4002,100,1007.1,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,308.15,0.4994,100,1010.3,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,308.15,0.598,100,1013.4,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,308.15,0.707,100,1016.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,308.15,0.794,100,1019.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,308.15,0.896,100,1022.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.01,308.15,1.0223,100,1026.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,288.15,0,100,1000.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,288.15,0.1051,100,1003.9,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,288.15,0.2041,100,1007,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,288.15,0.3015,100,1010.1,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,288.15,0.4009,100,1013.3,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,288.15,0.5048,100,1016.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,288.15,0.602,100,1019.7,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,288.15,0.7,100,1022.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,288.15,0.801,100,1026,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,288.15,0.897,100,1029,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,288.15,1.0119,100,1032.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,293.15,0,100,999.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,293.15,0.1051,100,1002.9,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,293.15,0.2041,100,1006.1,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,293.15,0.3015,100,1009.1,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,293.15,0.4009,100,1012.3,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,293.15,0.5048,100,1015.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,293.15,0.602,100,1018.7,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,293.15,0.7,100,1021.7,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,293.15,0.801,100,1024.9,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,293.15,0.897,100,1028,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,293.15,1.0119,100,1031.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,298.15,0,100,998.4,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,298.15,0.1051,100,1001.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,298.15,0.2041,100,1004.9,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,298.15,0.3015,100,1008,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,298.15,0.4009,100,1011.1,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,298.15,0.5048,100,1014.4,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,298.15,0.602,100,1017.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,298.15,0.7,100,1020.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,298.15,0.801,100,1023.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,298.15,0.897,100,1026.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,298.15,1.0119,100,1030.4,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,303.15,0,100,997,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,303.15,0.1051,100,1000.3,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,303.15,0.2041,100,1003.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,303.15,0.3015,100,1006.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,303.15,0.4009,100,1009.7,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,303.15,0.5048,100,1013,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,303.15,0.602,100,1016,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.03,303.15,0.7,100,1019.1,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
