setid,"Temperature, K",Mole fraction of dimethylformamide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
pxtQd,303.15,0,100,1388.3,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,303.15,0.1268,100,1370.8,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,303.15,0.2011,100,1358.8,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,303.15,0.3028,100,1339.7,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,303.15,0.3824,100,1322.2,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,303.15,0.5078,100,1288.2,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,303.15,0.6249,100,1246.5,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,303.15,0.7548,100,1182.1,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,303.15,0.8764,100,1091.8,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,303.15,0.9157,100,1052.4,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,303.15,1,100,939.1,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,308.15,0,100,1384,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,308.15,0.1268,100,1366.4,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,308.15,0.2011,100,1354.3,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,308.15,0.3028,100,1335.2,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,308.15,0.3824,100,1317.7,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,308.15,0.5078,100,1283.6,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,308.15,0.6249,100,1241.8,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,308.15,0.7548,100,1177.4,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,308.15,0.8764,100,1087,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,308.15,0.9157,100,1047.6,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,308.15,1,100,934.4,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,313.15,0,100,1379.6,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,313.15,0.1268,100,1362,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,313.15,0.2011,100,1349.9,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,313.15,0.3028,100,1330.7,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,313.15,0.3824,100,1313.1,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,313.15,0.5078,100,1279,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,313.15,0.6249,100,1237.2,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,313.15,0.7548,100,1172.7,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,313.15,0.8764,100,1082.3,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,313.15,0.9157,100,1042.8,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,313.15,1,100,929.6,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,318.15,0,100,1375.2,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,318.15,0.1268,100,1357.6,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,318.15,0.2011,100,1345.4,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,318.15,0.3028,100,1326.2,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,318.15,0.3824,100,1308.6,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,318.15,0.5078,100,1274.5,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,318.15,0.6249,100,1232.6,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,318.15,0.7548,100,1168,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,318.15,0.8764,100,1077.5,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,318.15,0.9157,100,1038.1,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,318.15,1,100,924.8,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,323.15,0,100,1370.9,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,323.15,0.1268,100,1353.2,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,323.15,0.2011,100,1341,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,323.15,0.3028,100,1321.8,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,323.15,0.3824,100,1304.1,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,323.15,0.5078,100,1269.9,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,323.15,0.6249,100,1227.9,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,323.15,0.7548,100,1163.3,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,323.15,0.8764,100,1072.8,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,323.15,0.9157,100,1033.3,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,323.15,1,100,920,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
