setid,"MolaLity of 1-butyl-3-methylimidazolium thiocyanate, mol/kg","Solvent: MolaLity of lithium chloride, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Svofn,0.0628,0.786,101,298.15,1056.9,Shekaari et al. (2019c),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAIHRm,[Cl-].[Li+],lithium chloride,AATDtI,CN1CCCC1=O,N-methylpyrrolidone
Svofn,0.0739,0.786,101,298.15,1057.4,Shekaari et al. (2019c),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAIHRm,[Cl-].[Li+],lithium chloride,AATDtI,CN1CCCC1=O,N-methylpyrrolidone
Svofn,0.0768,0.4005,101,298.15,1046.4,Shekaari et al. (2019c),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAIHRm,[Cl-].[Li+],lithium chloride,AATDtI,CN1CCCC1=O,N-methylpyrrolidone
Svofn,0.077,1.1728,101,298.15,1067.8,Shekaari et al. (2019c),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAIHRm,[Cl-].[Li+],lithium chloride,AATDtI,CN1CCCC1=O,N-methylpyrrolidone
Svofn,0.0925,0.786,101,298.15,1058.2,Shekaari et al. (2019c),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAIHRm,[Cl-].[Li+],lithium chloride,AATDtI,CN1CCCC1=O,N-methylpyrrolidone
Svofn,0.0938,1.1728,101,298.15,1068.4,Shekaari et al. (2019c),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAIHRm,[Cl-].[Li+],lithium chloride,AATDtI,CN1CCCC1=O,N-methylpyrrolidone
Svofn,0.0971,0.4005,101,298.15,1047.3,Shekaari et al. (2019c),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAIHRm,[Cl-].[Li+],lithium chloride,AATDtI,CN1CCCC1=O,N-methylpyrrolidone
Svofn,0.1048,0.786,101,298.15,1058.7,Shekaari et al. (2019c),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAIHRm,[Cl-].[Li+],lithium chloride,AATDtI,CN1CCCC1=O,N-methylpyrrolidone
Svofn,0.1082,1.1728,101,298.15,1068.9,Shekaari et al. (2019c),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAIHRm,[Cl-].[Li+],lithium chloride,AATDtI,CN1CCCC1=O,N-methylpyrrolidone
Svofn,0.1152,0.4005,101,298.15,1048,Shekaari et al. (2019c),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAIHRm,[Cl-].[Li+],lithium chloride,AATDtI,CN1CCCC1=O,N-methylpyrrolidone
Svofn,0.1263,1.1728,101,298.15,1069.6,Shekaari et al. (2019c),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAIHRm,[Cl-].[Li+],lithium chloride,AATDtI,CN1CCCC1=O,N-methylpyrrolidone
Svofn,0.1268,0.786,101,298.15,1059.5,Shekaari et al. (2019c),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAIHRm,[Cl-].[Li+],lithium chloride,AATDtI,CN1CCCC1=O,N-methylpyrrolidone
Svofn,0.1435,0.4005,101,298.15,1049.3,Shekaari et al. (2019c),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAIHRm,[Cl-].[Li+],lithium chloride,AATDtI,CN1CCCC1=O,N-methylpyrrolidone
