setid,"Temperature, K","Pressure, kPa",Mole fraction of 1-butyl-3-methylimidazolium octyl sulfate,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
oBeHn,373.15,10820,1,1027.98,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,14890,0.7497,1020.72,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,15210,0.0388,815.36,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,15210,0.1351,913.3,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,15230,0.9312,1028.22,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,15320,0.4961,1003.31,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,15340,1,1030.4,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,15720,0.2785,969.65,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,19980,0.4961,1006.02,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,20080,0.1351,917.06,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,20090,0.2785,972.49,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,20120,0.7497,1023.59,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,20540,0.9312,1031,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,20640,0.0388,820.81,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,20730,1,1033.3,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,25020,0.7497,1026.2,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,25090,0.1351,920.72,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,25310,0.9312,1033.5,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,25420,0.2785,975.83,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,25580,1,1035.8,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,25620,0.4961,1009.2,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,25910,0.0388,825.73,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,29940,0.9312,1035.9,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,29970,0.2785,978.6,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,29970,0.4961,1011.6,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,30120,0.7497,1028.9,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,30140,0.1351,924.2,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,30460,0.0388,829.7,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,30850,1,1038.5,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,35020,0.4961,1014.3,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,35030,0.7497,1031.4,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,35060,0.9312,1038.5,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,35090,0.1351,927.4,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,35620,0.2785,981.8,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,35720,0.0388,833.9,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,36220,1,1041.1,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,39380,0.0388,836.7,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,39940,0.1351,930.4,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,39960,0.2785,984.2,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,39960,0.4961,1016.9,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,39970,0.7497,1033.9,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,39970,0.9312,1040.9,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,373.15,40010,1,1043,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,330,1,1007.09,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,570,0.1351,883.56,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,740,0.2785,943.53,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,760,0.7497,998.18,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,870,0.4961,979.6,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,870,0.9312,1005.97,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,1700,0.0388,778.33,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,4920,0.7497,1000.85,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,5070,0.2785,947.05,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,5210,0.9312,1008.65,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,5320,0.4961,982.7,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,5920,0.0388,784.21,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,5920,0.1351,888.97,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,6180,1,1011.44,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,10030,0.4961,985.91,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,10040,0.7497,1004.06,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,10320,0.9312,1011.74,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,10610,0.0388,790.4,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,10810,1,1014.19,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,10930,0.2785,951.67,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,11360,0.1351,894.23,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,15050,0.4961,989.25,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,15090,0.7497,1007.16,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,15260,0.0388,796.18,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,15660,1,1017,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,15720,0.2785,955.33,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,15850,0.1351,898.38,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,15920,0.9312,1015.04,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,19980,0.4961,992.46,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,20130,0.7497,1010.18,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,20430,0.9312,1017.6,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,20840,0.2785,959.11,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,21060,0.1351,902.99,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,21150,1,1020.1,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,21340,0.0388,803.19,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,25030,0.4961,995.7,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,25070,0.7497,1013.1,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,25480,1,1022.5,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,25740,0.2785,962.63,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,25840,0.9312,1020.7,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,25860,0.1351,907.03,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,26080,0.0388,808.24,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,29940,0.4961,998.7,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,29970,0.2785,965.6,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,30050,0.0388,812.19,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,30070,0.7497,1015.9,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,30310,0.1351,910.6,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,30430,0.9312,1023.2,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,30950,1,1025.5,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,35020,0.7497,1018.7,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,35210,0.2785,969.1,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,35220,0.0388,816.9,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,35620,0.4961,1002.1,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,35920,0.9312,1026.1,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,35970,1,1028.2,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,36230,0.1351,915.1,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,39190,0.2785,971.7,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,39760,0.1351,917.7,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,39950,0.4961,1004.6,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,39950,0.9312,1028.2,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,39980,0.7497,1021.4,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
oBeHn,398.15,40030,1,1030.3,Abdulagatov et al. (2009),Density,Liquid,AAGIBL,CO,methanol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
