setid,Mole fraction of carbon dioxide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cEeJz,0.2007,298.15,80000,1267,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,298.15,100000,1273.7,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,298.15,120000,1280.1,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,313.15,10000,1230.6,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,313.15,20000,1234.7,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,313.15,40000,1242.6,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,313.15,60000,1250.2,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,313.15,80000,1257.3,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,313.15,100000,1264,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,313.15,120000,1270.6,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,333.15,10000,1217,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,333.15,20000,1221.3,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,333.15,40000,1229.6,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,333.15,60000,1237.4,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,333.15,80000,1244.8,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,333.15,100000,1251.8,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,333.15,120000,1258.6,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,348.15,10000,1207.2,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,348.15,20000,1211.7,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,348.15,40000,1220.2,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,348.15,60000,1228.3,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,348.15,80000,1235.9,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,348.15,100000,1243.2,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,348.15,120000,1250.1,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,373.15,10000,1190.8,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,373.15,20000,1195.6,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,373.15,40000,1204.7,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,373.15,60000,1213.2,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,373.15,80000,1221.2,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,373.15,100000,1228.7,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,373.15,120000,1236.1,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,398.15,10000,1175.2,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,398.15,20000,1180.3,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,398.15,40000,1189.9,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,398.15,60000,1198.9,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,398.15,80000,1207.2,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,398.15,100000,1215.2,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.2007,398.15,120000,1222.7,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,278.15,10000,1255.2,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,278.15,20000,1259.1,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,278.15,40000,1266.5,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,278.15,60000,1273.5,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,278.15,80000,1280.1,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,278.15,100000,1286.5,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,278.15,120000,1291.7,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,298.15,10000,1241.3,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,298.15,20000,1245.3,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,298.15,40000,1253,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,298.15,60000,1260.3,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,298.15,80000,1267.1,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,298.15,100000,1273.8,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,298.15,120000,1279.6,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,313.15,10000,1230.8,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,313.15,20000,1234.9,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,313.15,40000,1242.8,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,313.15,60000,1250.3,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,313.15,80000,1257.4,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,313.15,100000,1264.3,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,313.15,120000,1270.1,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,333.15,10000,1217.3,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,333.15,20000,1221.6,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,333.15,40000,1229.9,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,333.15,60000,1237.7,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,333.15,80000,1245.1,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,333.15,100000,1252.1,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,333.15,120000,1258.3,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,348.15,10000,1207.4,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,348.15,20000,1211.9,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,348.15,40000,1220.5,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,348.15,60000,1228.6,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,348.15,80000,1236.2,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,348.15,100000,1243.5,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,348.15,120000,1250.3,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,373.15,10000,1190.9,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,373.15,20000,1195.7,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,373.15,40000,1204.8,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,373.15,60000,1213.3,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,373.15,80000,1221.4,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,373.15,100000,1229,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,373.15,120000,1238.2,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,398.15,10000,1175,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,398.15,20000,1180.1,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,398.15,40000,1189.8,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,398.15,60000,1198.8,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,398.15,80000,1207.1,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,398.15,100000,1215.2,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.4007,398.15,120000,1228,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,278.15,10000,1254.9,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,278.15,20000,1258.8,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,278.15,40000,1266.1,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,278.15,60000,1273.1,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,278.15,80000,1279.7,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,278.15,100000,1286.1,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,278.15,120000,1292.2,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
