setid,Mole fraction of ethyl acetate,Mole fraction of ethanol,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NTpnk,0.149,0.4291,101,298.15,1290.4,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.1495,0.598,101,298.15,1191.21,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.155,0.508,101,298.15,1247.4,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.1551,0.6743,101,298.15,1115.82,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.1579,0.7565,101,298.15,1000.93,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.1894,0.7282,101,298.15,996.5,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.1949,0.1639,101,298.15,1362.5,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.1954,0.5657,101,298.15,1178.95,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.1963,0.4832,101,298.15,1235.9,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.1969,0.2434,101,298.15,1339.2,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.1983,0.4042,101,298.15,1277,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.1993,0.3236,101,298.15,1310.9,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.2115,0.6293,101,298.15,1102.41,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.2189,0.0688,101,298.15,1378.1,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.2658,0.5162,101,298.15,1159.4,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.2861,0.6413,101,298.15,983.22,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.288,0.4281,101,298.15,1209.14,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.2933,0.2857,101,298.15,1283.9,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.294,0.356,101,298.15,1248.9,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.2942,0.0622,101,298.15,1358.3,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.2957,0.5621,101,298.15,1082.03,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.2974,0.213,101,298.15,1311,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.3101,0.1404,101,298.15,1331.1,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.3878,0.3681,101,298.15,1177.47,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.3908,0.5473,101,298.15,969.15,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.392,0.1843,101,298.15,1280.8,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.3928,0.3062,101,298.15,1216.53,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.3936,0.0534,101,298.15,1328.3,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.3937,0.1234,101,298.15,1304.6,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.394,0.2449,101,298.15,1251.2,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.3973,0.4237,101,298.15,1121.09,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.3986,0.4799,101,298.15,1056.8,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.4786,0.4684,101,298.15,957.59,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.4946,0.3553,101,298.15,1090.4,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.502,0.3974,101,298.15,1030.76,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.5057,0.2972,101,298.15,1136.24,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.51,0.247,101,298.15,1173.66,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.5106,0.1978,101,298.15,1206.97,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.5164,0.0984,101,298.15,1258.6,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.5201,0.1455,101,298.15,1232.3,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.521,0.0422,101,298.15,1281.4,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.5842,0.3736,101,298.15,944.1,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.5989,0.3201,101,298.15,1005.65,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.6021,0.2797,101,298.15,1054.23,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.6029,0.035,101,298.15,1244.1,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.6032,0.1604,101,298.15,1166.44,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.6042,0.1995,101,298.15,1133.94,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.6116,0.1177,101,298.15,1190.54,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.6152,0.2314,101,298.15,1093.29,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.6181,0.0777,101,298.15,1211.84,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.6745,0.2924,101,298.15,932.74,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.6895,0.0632,101,298.15,1172.71,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
