setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
glQtD,303.15,0.04025,101.3,1106,Toma et al. (2022),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
glQtD,303.15,0.05022,101.3,1105.9,Toma et al. (2022),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
glQtD,303.15,0.05592,101.3,1105.9,Toma et al. (2022),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
glQtD,303.15,0.0745,101.3,1105.7,Toma et al. (2022),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
glQtD,303.15,0.10202,101.3,1105.5,Toma et al. (2022),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
glQtD,308.15,0.00518,101.3,1102.8,Toma et al. (2022),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
glQtD,308.15,0.00855,101.3,1102.8,Toma et al. (2022),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
glQtD,308.15,0.02032,101.3,1102.7,Toma et al. (2022),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
glQtD,308.15,0.02967,101.3,1102.6,Toma et al. (2022),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
glQtD,308.15,0.04025,101.3,1102.5,Toma et al. (2022),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
glQtD,308.15,0.05022,101.3,1102.4,Toma et al. (2022),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
glQtD,308.15,0.05592,101.3,1102.4,Toma et al. (2022),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
glQtD,308.15,0.0745,101.3,1102.2,Toma et al. (2022),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
glQtD,308.15,0.10202,101.3,1102,Toma et al. (2022),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
glQtD,313.15,0.00518,101.3,1099.2,Toma et al. (2022),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
glQtD,313.15,0.00855,101.3,1099.2,Toma et al. (2022),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
glQtD,313.15,0.02032,101.3,1099.1,Toma et al. (2022),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
glQtD,313.15,0.02967,101.3,1099,Toma et al. (2022),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
glQtD,313.15,0.04025,101.3,1098.9,Toma et al. (2022),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
glQtD,313.15,0.05022,101.3,1098.8,Toma et al. (2022),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
glQtD,313.15,0.05592,101.3,1098.8,Toma et al. (2022),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
glQtD,313.15,0.0745,101.3,1098.6,Toma et al. (2022),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
glQtD,313.15,0.10202,101.3,1098.3,Toma et al. (2022),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
