setid,Mole fraction of ethanol,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vrCAW,0.5103,101,298.15,1134.8,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vrCAW,0.5223,101,298.15,1131,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vrCAW,0.5724,101,298.15,1113.2,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vrCAW,0.5926,101,298.15,1105.5,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vrCAW,0.5951,101,298.15,1104.5,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vrCAW,0.712,101,298.15,1050.5,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vrCAW,0.7174,101,298.15,1047.66,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vrCAW,0.7508,101,298.15,1028.42,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vrCAW,0.7676,101,298.15,1017.99,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vrCAW,0.7866,101,298.15,1005.44,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vrCAW,0.806,101,298.15,992,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vrCAW,0.8666,101,298.15,943.32,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vrCAW,0.9026,101,298.15,908.92,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vrCAW,0.9062,101,298.15,905.03,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vrCAW,0.9504,101,298.15,854.74,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vrCAW,0.9522,101,298.15,852.34,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
