setid,"Temperature, K","MolaLity of N-butyl-N-methylmorpholinium N-acetyl-L-valinate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
KgYNf,293.15,0.262,101.3,1007.44,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,298.15,0,101.3,997.048,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,298.15,0.0171,101.3,997.662,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,298.15,0.0251,101.3,997.947,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,298.15,0.0415,101.3,998.532,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,298.15,0.0589,101.3,999.143,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,298.15,0.0827,101.3,999.974,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,298.15,0.1078,101.3,1000.85,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,298.15,0.1359,101.3,1001.82,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,298.15,0.1723,101.3,1003.06,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,298.15,0.2095,101.3,1004.32,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,298.15,0.262,101.3,1006.06,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,303.15,0,101.3,995.648,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,303.15,0.0171,101.3,996.25,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,303.15,0.0251,101.3,996.53,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,303.15,0.0415,101.3,997.103,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,303.15,0.0589,101.3,997.702,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,303.15,0.0827,101.3,998.52,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,303.15,0.1078,101.3,999.378,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,303.15,0.1359,101.3,1000.32,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,303.15,0.1723,101.3,1001.53,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,303.15,0.2095,101.3,1002.76,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,303.15,0.262,101.3,1004.47,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,308.15,0,101.3,994.034,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,308.15,0.0171,101.3,994.625,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,308.15,0.0251,101.3,994.9,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,308.15,0.0415,101.3,995.46,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,308.15,0.0589,101.3,996.049,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,308.15,0.0827,101.3,996.849,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,308.15,0.1078,101.3,997.688,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,308.15,0.1359,101.3,998.615,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,308.15,0.1723,101.3,999.8,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,308.15,0.2095,101.3,1001,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,308.15,0.262,101.3,1002.67,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,313.15,0,101.3,992.216,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,313.15,0.0171,101.3,992.796,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,313.15,0.0251,101.3,993.066,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,313.15,0.0415,101.3,993.615,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,313.15,0.0589,101.3,994.197,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,313.15,0.0827,101.3,994.98,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,313.15,0.1078,101.3,995.804,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,313.15,0.1359,101.3,996.717,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,313.15,0.1723,101.3,997.879,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,313.15,0.2095,101.3,999.062,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
KgYNf,313.15,0.262,101.3,1000.69,Warminska and Kloskowski (2023),Density,Liquid,ABIssC,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-valinate,AADYJk,O,water,,,
