setid,"Temperature, K","Mole fraction of 1,2-dimethyl-3-propylimidazolium thiocyanate","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CHODh,293.15,0.4997,100,1049.3,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,293.15,0.5998,100,1064.4,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,293.15,0.7002,100,1075.1,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,293.15,0.7999,100,1083.1,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,293.15,0.8999,100,1091,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,293.15,1,100,1096.8,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,298.15,0,100,776.5,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,298.15,0.1002,100,876.1,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,298.15,0.2002,100,941.5,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,298.15,0.2998,100,988.9,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,298.15,0.4001,100,1022.7,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,298.15,0.4997,100,1046.4,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,298.15,0.5998,100,1061.7,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,298.15,0.7002,100,1072.2,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,298.15,0.7999,100,1080.6,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,298.15,0.8999,100,1088.1,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,298.15,1,100,1093.7,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,303.15,0,100,771.1,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,303.15,0.1002,100,871.5,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,303.15,0.2002,100,937.9,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,303.15,0.2998,100,985.2,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,303.15,0.4001,100,1019.6,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,303.15,0.4997,100,1043.4,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,303.15,0.5998,100,1058.8,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,303.15,0.7002,100,1069.4,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,303.15,0.7999,100,1077.8,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,303.15,0.8999,100,1085.3,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,303.15,1,100,1090.6,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,308.15,0,100,765.8,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,308.15,0.1002,100,867.4,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,308.15,0.2002,100,934.3,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,308.15,0.2998,100,981.6,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,308.15,0.4001,100,1016.5,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,308.15,0.4997,100,1040.4,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,308.15,0.5998,100,1055.9,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,308.15,0.7002,100,1066.7,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,308.15,0.7999,100,1075.3,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,308.15,0.8999,100,1082.6,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,308.15,1,100,1087.6,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,313.15,0,100,760.4,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,313.15,0.1002,100,863,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,313.15,0.2002,100,930.7,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,313.15,0.2998,100,978.1,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,313.15,0.4001,100,1013.4,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,313.15,0.4997,100,1037.4,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,313.15,0.5998,100,1053.1,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,313.15,0.7002,100,1063.9,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,313.15,0.7999,100,1072.7,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,313.15,0.8999,100,1079.9,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,313.15,1,100,1084.5,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,318.15,0,100,755.1,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,318.15,0.1002,100,858.6,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,318.15,0.2002,100,927.1,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,318.15,0.2998,100,974.4,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,318.15,0.4001,100,1010.2,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,318.15,0.4997,100,1034.4,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,318.15,0.5998,100,1050.2,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,318.15,0.7002,100,1061,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,318.15,0.7999,100,1070,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,318.15,0.8999,100,1077,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,318.15,1,100,1081.5,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,323.15,0,100,749.4,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,323.15,0.1002,100,854.2,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,323.15,0.2002,100,923.6,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,323.15,0.2998,100,970.9,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,323.15,0.4001,100,1007,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,323.15,0.4997,100,1031.2,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,323.15,0.5998,100,1047.4,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,323.15,0.7002,100,1060,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,323.15,0.7999,100,1070,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,323.15,0.8999,100,1074.3,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
CHODh,323.15,1,100,1078.5,Zhang et al. (2018c),Density,Liquid,AAlxvi,CCCn1cc[n+](C)c1C.N#C[S-],"1,2-dimethyl-3-propylimidazolium thiocyanate",AAHueB,CC#N,acetonitrile,,,
