setid,"MolaLity of 3-methyl-1-propylimidazolium alaninate, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
TVIMR,0.0167,293.15,100.3,998.6,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0167,298.15,100.3,997.5,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0167,303.15,100.3,996,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0167,308.15,100.3,994.4,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0167,313.15,100.3,992.6,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0167,318.15,100.3,990.6,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0167,323.15,100.3,988.4,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0167,328.15,100.3,986.1,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0222,288.15,100.3,999.7,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0222,293.15,100.3,998.8,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0222,298.15,100.3,997.6,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0222,303.15,100.3,996.2,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0222,308.15,100.3,994.5,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0222,313.15,100.3,992.7,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0222,318.15,100.3,990.7,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0222,323.15,100.3,988.5,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0222,328.15,100.3,986.2,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0275,288.15,100.3,999.8,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0275,293.15,100.3,998.9,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0275,298.15,100.3,997.7,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0275,303.15,100.3,996.3,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0275,308.15,100.3,994.7,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0275,313.15,100.3,992.8,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0275,318.15,100.3,990.8,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0275,323.15,100.3,988.7,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0275,328.15,100.3,986.3,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0558,288.15,100.3,1000.6,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0558,293.15,100.3,999.6,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0558,298.15,100.3,998.4,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0558,303.15,100.3,997,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0558,308.15,100.3,995.3,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0558,313.15,100.3,993.5,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0558,318.15,100.3,991.5,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0558,323.15,100.3,989.3,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.0558,328.15,100.3,986.9,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.1672,288.15,100.3,1003.6,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.1672,293.15,100.3,1002.5,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.1672,298.15,100.3,1001.1,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.1672,303.15,100.3,999.6,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.1672,308.15,100.3,997.9,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.1672,313.15,100.3,996.1,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.1672,318.15,100.3,994,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.1672,323.15,100.3,991.8,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.1672,328.15,100.3,989.5,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.2788,288.15,100.3,1006.6,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.2788,293.15,100.3,1005.5,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.2788,298.15,100.3,1004,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.2788,303.15,100.3,1002.4,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.2788,308.15,100.3,1000.6,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.2788,313.15,100.3,998.7,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.2788,318.15,100.3,996.7,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.2788,323.15,100.3,994.4,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.2788,328.15,100.3,992,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.3914,288.15,100.3,1009.7,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.3914,293.15,100.3,1008.4,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.3914,298.15,100.3,1006.8,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.3914,303.15,100.3,1005.1,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.3914,308.15,100.3,1003.4,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.3914,313.15,100.3,1001.4,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.3914,318.15,100.3,999.3,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.3914,323.15,100.3,997.1,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.3914,328.15,100.3,994.7,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.5039,288.15,100.3,1012.8,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.5039,293.15,100.3,1011.4,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.5039,298.15,100.3,1009.7,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.5039,303.15,100.3,1007.9,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.5039,308.15,100.3,1006.1,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.5039,313.15,100.3,1004.1,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.5039,318.15,100.3,1002,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.5039,323.15,100.3,999.7,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.5039,328.15,100.3,997.2,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.617,288.15,100.3,1015.9,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.617,293.15,100.3,1014.3,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.617,298.15,100.3,1012.5,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.617,303.15,100.3,1010.6,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.617,308.15,100.3,1008.8,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.617,313.15,100.3,1006.8,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.617,318.15,100.3,1004.6,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.617,323.15,100.3,1002.2,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.617,328.15,100.3,999.9,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.7316,288.15,100.3,1018.9,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.7316,293.15,100.3,1017.3,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.7316,298.15,100.3,1015.4,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.7316,303.15,100.3,1013.3,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.7316,308.15,100.3,1011.5,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.7316,313.15,100.3,1009.5,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.7316,318.15,100.3,1007.3,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.7316,323.15,100.3,1004.9,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.7316,328.15,100.3,1002.5,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.8451,288.15,100.3,1021.9,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.8451,293.15,100.3,1020.1,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.8451,298.15,100.3,1018.2,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.8451,303.15,100.3,1016.1,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.8451,308.15,100.3,1014.1,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.8451,313.15,100.3,1012.1,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.8451,318.15,100.3,1009.9,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.8451,323.15,100.3,1007.5,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,0.8451,328.15,100.3,1005,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,1.0167,288.15,100.3,1026.2,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,1.0167,293.15,100.3,1024.4,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,1.0167,298.15,100.3,1022.1,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,1.0167,303.15,100.3,1020,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,1.0167,308.15,100.3,1018,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,1.0167,313.15,100.3,1015.9,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,1.0167,318.15,100.3,1013.7,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,1.0167,323.15,100.3,1011.3,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
TVIMR,1.0167,328.15,100.3,1008.8,Tong et al. (2017),Density,Liquid,AApAKz,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],3-methyl-1-propylimidazolium alaninate,AADYJk,O,water,,,
