setid,"Temperature, K","Mole fraction of 1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ikPqf,298.15,0.3983,101.3,1396.26,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,298.15,0.5126,101.3,1423.33,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,298.15,0.5825,101.3,1437.09,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,298.15,0.7004,101.3,1456.32,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,298.15,0.8032,101.3,1470.31,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,298.15,0.8903,101.3,1480.47,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,298.15,1,101.3,1491.51,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,303.15,0,101.3,1193.49,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,303.15,0.1001,101.3,1269.29,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,303.15,0.2007,101.3,1322.69,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,303.15,0.3096,101.3,1364.81,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,303.15,0.3983,101.3,1391.22,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,303.15,0.5126,101.3,1418.34,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,303.15,0.5825,101.3,1432.13,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,303.15,0.7004,101.3,1451.4,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,303.15,0.8032,101.3,1465.41,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,303.15,0.8903,101.3,1475.59,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,303.15,1,101.3,1486.67,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,308.15,0,101.3,1188.17,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,308.15,0.1001,101.3,1264.07,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,308.15,0.2007,101.3,1317.54,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,308.15,0.3096,101.3,1359.73,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,308.15,0.3983,101.3,1386.19,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,308.15,0.5126,101.3,1413.37,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,308.15,0.5825,101.3,1427.18,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,308.15,0.7004,101.3,1446.5,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,308.15,0.8032,101.3,1460.53,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,308.15,0.8903,101.3,1470.75,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,308.15,1,101.3,1481.85,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,313.15,0,101.3,1182.86,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,313.15,0.1001,101.3,1258.85,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,313.15,0.2007,101.3,1312.4,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,313.15,0.3096,101.3,1354.67,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,313.15,0.3983,101.3,1381.17,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,313.15,0.5126,101.3,1408.41,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,313.15,0.5825,101.3,1422.25,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,313.15,0.7004,101.3,1441.61,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,313.15,0.8032,101.3,1455.68,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,313.15,0.8903,101.3,1465.91,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,313.15,1,101.3,1477.04,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,318.15,0,101.3,1177.56,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,318.15,0.1001,101.3,1253.65,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,318.15,0.2007,101.3,1307.28,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,318.15,0.3096,101.3,1349.61,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,318.15,0.3983,101.3,1376.17,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,318.15,0.5126,101.3,1403.46,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,318.15,0.5825,101.3,1417.34,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,318.15,0.7004,101.3,1436.74,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,318.15,0.8032,101.3,1450.84,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,318.15,0.8903,101.3,1461.1,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,318.15,1,101.3,1472.26,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,323.15,0,101.3,1172.25,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,323.15,0.1001,101.3,1248.45,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,323.15,0.2007,101.3,1302.16,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,323.15,0.3096,101.3,1344.57,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,323.15,0.3983,101.3,1371.18,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,323.15,0.5126,101.3,1398.52,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,323.15,0.5825,101.3,1412.43,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,323.15,0.7004,101.3,1431.87,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,323.15,0.8032,101.3,1446.01,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,323.15,0.8903,101.3,1456.29,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,323.15,1,101.3,1467.48,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
