setid,"Temperature, K","Mole fraction of 1,3-dimethylimidazolium methylsulfate","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Llzjp,308,0.1,101.3,875,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
Llzjp,308,0.35,101.3,1031,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
Llzjp,308,0.54,101.3,1129,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
Llzjp,308,0.661,101.3,1185,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
Llzjp,308,0.79,101.3,1239,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
Llzjp,308,0.931,101.3,1294,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
Llzjp,308,1,101.3,1319,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
Llzjp,313,0,101.3,800,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
Llzjp,313,0.1,101.3,871,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
Llzjp,313,0.35,101.3,1026,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
Llzjp,313,0.54,101.3,1125,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
Llzjp,313,0.661,101.3,1181,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
Llzjp,313,0.79,101.3,1235,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
Llzjp,313,0.931,101.3,1290,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
Llzjp,313,1,101.3,1315,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
