setid,"Temperature, K",Mole fraction of 1-ethyl-1-methylpyrrolidinium diethyl phosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Kjyur,298.15,0.3004,100,999,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,298.15,0.4001,100,1027,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,298.15,0.4997,100,1049,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,298.15,0.6002,100,1066,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,298.15,0.7001,100,1080,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,298.15,0.8011,100,1091,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,298.15,0.8985,100,1100,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,298.15,1,100,1108,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,303.15,0,100,781,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,303.15,0.02,100,809,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,303.15,0.0403,100,834,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,303.15,0.08,100,874,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,303.15,0.1003,100,891,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,303.15,0.1204,100,906,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,303.15,0.16,100,932,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,303.15,0.2001,100,954,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,303.15,0.3004,100,995,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,303.15,0.4001,100,1024,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,303.15,0.4997,100,1045,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,303.15,0.6002,100,1063,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,303.15,0.7001,100,1076,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,303.15,0.8011,100,1087,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,303.15,0.8985,100,1096,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,303.15,1,100,1105,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,308.15,0,100,777,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,308.15,0.02,100,805,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,308.15,0.0403,100,830,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,308.15,0.08,100,870,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,308.15,0.1003,100,887,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,308.15,0.1204,100,902,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,308.15,0.16,100,928,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,308.15,0.2001,100,950,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,308.15,0.3004,100,992,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,308.15,0.4001,100,1020,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,308.15,0.4997,100,1042,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,308.15,0.6002,100,1060,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,308.15,0.7001,100,1073,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,308.15,0.8011,100,1084,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,308.15,0.8985,100,1093,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,308.15,1,100,1101,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,313.15,0,100,772,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,313.15,0.02,100,801,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,313.15,0.0403,100,826,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,313.15,0.08,100,866,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,313.15,0.1003,100,883,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,313.15,0.1204,100,898,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,313.15,0.16,100,924,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,313.15,0.2001,100,946,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,313.15,0.3004,100,988,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,313.15,0.4001,100,1017,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,313.15,0.4997,100,1039,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,313.15,0.6002,100,1056,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,313.15,0.7001,100,1070,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,313.15,0.8011,100,1081,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,313.15,0.8985,100,1090,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,313.15,1,100,1098,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,318.15,0,100,768,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,318.15,0.02,100,796,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,318.15,0.0403,100,822,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,318.15,0.08,100,862,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,318.15,0.1003,100,879,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,318.15,0.1204,100,894,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,318.15,0.16,100,920,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,318.15,0.2001,100,943,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,318.15,0.3004,100,985,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,318.15,0.4001,100,1013,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,318.15,0.4997,100,1035,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,318.15,0.6002,100,1053,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,318.15,0.7001,100,1067,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,318.15,0.8011,100,1078,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,318.15,0.8985,100,1087,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,318.15,1,100,1095,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,323.15,0,100,763,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,323.15,0.02,100,792,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,323.15,0.0403,100,818,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,323.15,0.08,100,858,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,323.15,0.1003,100,875,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,323.15,0.1204,100,891,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,323.15,0.16,100,917,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,323.15,0.2001,100,939,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
