setid,"Temperature, K",Mole fraction of bis(2-hydroxyethyl)dimethylammonium methanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hZHzt,303.15,1,101,1295,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,308.15,0,101,772.4,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,308.15,0.0998,101,878.5,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,308.15,0.2001,101,963.5,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,308.15,0.3002,101,1032.9,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,308.15,0.4004,101,1090.7,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,308.15,0.4982,101,1138.4,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,308.15,0.5999,101,1180.2,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,308.15,0.6997,101,1215.2,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,308.15,0.7978,101,1245.3,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,308.15,0.8994,101,1272.1,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,308.15,1,101,1291.7,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,313.15,0,101,768,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,313.15,0.0998,101,874.6,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,313.15,0.2001,101,959.8,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,313.15,0.3002,101,1029.3,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,313.15,0.4004,101,1087.2,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,313.15,0.4982,101,1135,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,313.15,0.5999,101,1176.7,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,313.15,0.6997,101,1212,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,313.15,0.7978,101,1242.2,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,313.15,0.8994,101,1269,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,313.15,1,101,1288.6,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,318.15,0,101,763.5,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,318.15,0.0998,101,870.6,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,318.15,0.2001,101,955.3,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,318.15,0.3002,101,1025.8,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,318.15,0.4004,101,1083.8,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,318.15,0.4982,101,1131.7,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,318.15,0.5999,101,1173.4,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,318.15,0.6997,101,1208.8,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,318.15,0.7978,101,1239,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,318.15,0.8994,101,1265.9,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,318.15,1,101,1285.5,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,323.15,0,101,758.8,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,323.15,0.0998,101,866.3,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,323.15,0.2001,101,952.3,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,323.15,0.3002,101,1022.2,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,323.15,0.4004,101,1080.2,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,323.15,0.4982,101,1128.2,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,323.15,0.5999,101,1170,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,323.15,0.6997,101,1205.5,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,323.15,0.7978,101,1235.7,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,323.15,0.8994,101,1262.6,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
hZHzt,323.15,1,101,1282.3,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
