setid,"Temperature, K","Pressure, kPa",Mole fraction of 1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YXPbR,323,100,0.2,1471,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,ABRqdZ,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Cs+],cesium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
YXPbR,328,100,0.2,1466,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,ABRqdZ,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Cs+],cesium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
YXPbR,333,100,0.2,1462,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,ABRqdZ,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Cs+],cesium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
YXPbR,338,100,0.2,1457,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,ABRqdZ,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Cs+],cesium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
YXPbR,343,100,0.2,1453,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,ABRqdZ,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Cs+],cesium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
YXPbR,348,100,0.2,1448,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,ABRqdZ,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Cs+],cesium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
YXPbR,353,100,0.2,1444,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,ABRqdZ,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Cs+],cesium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
YXPbR,358,100,0.2,1439,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,ABRqdZ,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Cs+],cesium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
YXPbR,363,100,0.2,1435,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,ABRqdZ,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Cs+],cesium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
YXPbR,368,100,0.2,1431,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,ABRqdZ,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Cs+],cesium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
