setid,"Temperature, K",Mole fraction of trimethylammonium hydrogen sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
uiXeJ,298.15,0.545,101,1339.5,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,298.15,0.6387,101,1370.1,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,298.15,0.7076,101,1391.1,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,298.15,0.7823,101,1412.5,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,298.15,0.8444,101,1429.2,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,298.15,0.907,101,1445.4,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,298.15,0.9524,101,1456.4,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,298.15,1,101,1467.6,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,303.15,0,101,1092.4,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,303.15,0.013,101,1100,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,303.15,0.0356,101,1112.8,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,303.15,0.0539,101,1123,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,303.15,0.0982,101,1146.8,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,303.15,0.1259,101,1161.2,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,303.15,0.1608,101,1178.7,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,303.15,0.1982,101,1196.9,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,303.15,0.2422,101,1217,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,303.15,0.2956,101,1240.7,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,303.15,0.3855,101,1277.7,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,303.15,0.4611,101,1306.4,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,303.15,0.545,101,1336,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,303.15,0.6387,101,1366.5,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,303.15,0.7076,101,1387.4,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,303.15,0.7823,101,1408.7,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,303.15,0.8444,101,1425.4,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,303.15,0.907,101,1441.5,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,303.15,0.9524,101,1452.5,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,303.15,1,101,1463.6,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,308.15,0,101,1086.1,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,308.15,0.013,101,1093.7,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,308.15,0.0356,101,1106.8,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,308.15,0.0539,101,1117,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,308.15,0.0982,101,1141.2,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,308.15,0.1259,101,1155.7,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,308.15,0.1608,101,1173.5,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,308.15,0.1982,101,1191.9,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,308.15,0.2422,101,1212.6,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,308.15,0.2956,101,1236.5,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,308.15,0.3855,101,1274,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,308.15,0.4611,101,1303.2,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,308.15,0.545,101,1333.3,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,308.15,0.6387,101,1364.4,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,308.15,0.7076,101,1385.6,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,308.15,0.7823,101,1407.5,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,308.15,0.8444,101,1424.5,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,308.15,0.907,101,1441,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,308.15,0.9524,101,1452.2,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,308.15,1,101,1463.5,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,313.15,0,101,1081.4,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,313.15,0.013,101,1089.1,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,313.15,0.0356,101,1102.1,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,313.15,0.0539,101,1112.2,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,313.15,0.0982,101,1136.3,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,313.15,0.1259,101,1150.7,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,313.15,0.1608,101,1168.3,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,313.15,0.1982,101,1186.6,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,313.15,0.2422,101,1207.1,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,313.15,0.2956,101,1231,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,313.15,0.3855,101,1268.2,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,313.15,0.4611,101,1297.1,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,313.15,0.545,101,1326.9,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,313.15,0.6387,101,1357.7,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,313.15,0.7076,101,1378.7,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,313.15,0.7823,101,1400.2,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,313.15,0.8444,101,1417.1,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,313.15,0.907,101,1433.4,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,313.15,0.9524,101,1444.4,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
uiXeJ,313.15,1,101,1455.6,Govinda et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
