setid,"Temperature, K","MolaLity of L-glutamine, mol/kg","Solvent: MolaLity of benzyltributylammonium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
WMDQo,293.15,0.085,0.003,100,1003.48,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,293.15,0.085,0.005,100,1003.5,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,298.15,0.01,0.001,100,997.64,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,298.15,0.01,0.003,100,997.69,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,298.15,0.01,0.005,100,997.75,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,298.15,0.025,0.001,100,998.49,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,298.15,0.025,0.003,100,998.53,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,298.15,0.025,0.005,100,998.58,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,298.15,0.04,0.001,100,999.38,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,298.15,0.04,0.003,100,999.42,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,298.15,0.04,0.005,100,999.46,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,298.15,0.055,0.001,100,1000.26,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,298.15,0.055,0.003,100,1000.31,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,298.15,0.055,0.005,100,1000.37,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,298.15,0.07,0.001,100,1001.18,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,298.15,0.07,0.003,100,1001.22,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,298.15,0.07,0.005,100,1001.28,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,298.15,0.085,0.001,100,1002.11,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,298.15,0.085,0.003,100,1002.15,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,298.15,0.085,0.005,100,1002.21,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,303.15,0.01,0.001,100,996.28,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,303.15,0.01,0.003,100,996.33,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,303.15,0.01,0.005,100,996.41,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,303.15,0.025,0.001,100,997.12,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,303.15,0.025,0.003,100,997.16,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,303.15,0.025,0.005,100,997.23,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,303.15,0.04,0.001,100,998.01,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,303.15,0.04,0.003,100,998.03,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,303.15,0.04,0.005,100,998.1,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,303.15,0.055,0.001,100,998.89,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,303.15,0.055,0.003,100,998.92,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,303.15,0.055,0.005,100,998.99,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,303.15,0.07,0.001,100,999.82,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,303.15,0.07,0.003,100,999.84,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,303.15,0.07,0.005,100,999.92,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,303.15,0.085,0.001,100,1000.75,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,303.15,0.085,0.003,100,1000.78,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,303.15,0.085,0.005,100,1000.86,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,308.15,0.01,0.001,100,994.63,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,308.15,0.01,0.003,100,994.67,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,308.15,0.01,0.005,100,994.7,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,308.15,0.025,0.001,100,995.46,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,308.15,0.025,0.003,100,995.49,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,308.15,0.025,0.005,100,995.51,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,308.15,0.04,0.001,100,996.33,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,308.15,0.04,0.003,100,996.35,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,308.15,0.04,0.005,100,996.36,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,308.15,0.055,0.001,100,997.22,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,308.15,0.055,0.003,100,997.23,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,308.15,0.055,0.005,100,997.24,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,308.15,0.07,0.001,100,998.16,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,308.15,0.07,0.003,100,998.17,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,308.15,0.07,0.005,100,998.2,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,308.15,0.085,0.001,100,999.09,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,308.15,0.085,0.003,100,999.12,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,308.15,0.085,0.005,100,999.15,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,313.15,0.01,0.001,100,992.75,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,313.15,0.01,0.003,100,992.81,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,313.15,0.01,0.005,100,992.88,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,313.15,0.025,0.001,100,993.57,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,313.15,0.025,0.003,100,993.63,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,313.15,0.025,0.005,100,993.68,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,313.15,0.04,0.001,100,994.43,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,313.15,0.04,0.003,100,994.47,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,313.15,0.04,0.005,100,994.52,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,313.15,0.055,0.001,100,995.3,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,313.15,0.055,0.003,100,995.34,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,313.15,0.055,0.005,100,995.37,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,313.15,0.07,0.001,100,996.27,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,313.15,0.07,0.003,100,996.3,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,313.15,0.07,0.005,100,996.33,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,313.15,0.085,0.001,100,997.22,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,313.15,0.085,0.003,100,997.25,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
WMDQo,313.15,0.085,0.005,100,997.28,Majumder et al. (2023),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water
