setid,"Temperature, K","MolaLity of 1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
XpIeI,298.15,0.3542,100,1034.3,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,298.15,0.40249,100,1038.7,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,298.15,0.45414,100,1043.3,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,303.15,0.05038,100,1001.4,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,303.15,0.10143,100,1007,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,303.15,0.20293,100,1017.7,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,303.15,0.25489,100,1022.9,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,303.15,0.30069,100,1027.3,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,303.15,0.3542,100,1032.3,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,303.15,0.40249,100,1036.7,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,303.15,0.45414,100,1041.2,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,308.15,0.05038,100,999.7,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,308.15,0.10143,100,1005.2,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,308.15,0.20293,100,1015.7,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,308.15,0.25489,100,1020.8,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,308.15,0.30069,100,1025.2,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,308.15,0.3542,100,1030.2,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,308.15,0.40249,100,1034.5,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,308.15,0.45414,100,1038.9,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,313.15,0.05038,100,997.8,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,313.15,0.10143,100,1003.3,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,313.15,0.20293,100,1013.6,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,313.15,0.25489,100,1018.6,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,313.15,0.30069,100,1023,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,313.15,0.3542,100,1027.8,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,313.15,0.40249,100,1032.1,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,313.15,0.45414,100,1036.5,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,318.15,0.05038,100,995.8,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,318.15,0.10143,100,1001.2,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,318.15,0.20293,100,1011.4,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,318.15,0.25489,100,1016.4,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,318.15,0.30069,100,1020.6,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,318.15,0.3542,100,1025.5,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,318.15,0.40249,100,1029.7,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,318.15,0.45414,100,1034,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,323.15,0.05038,100,993.5,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,323.15,0.10143,100,998.9,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,323.15,0.20293,100,1009,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,323.15,0.25489,100,1013.9,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,323.15,0.30069,100,1018.1,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,323.15,0.3542,100,1022.9,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,323.15,0.40249,100,1027,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,323.15,0.45414,100,1031.3,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,328.15,0.05038,100,991.1,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,328.15,0.10143,100,996.4,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,328.15,0.20293,100,1006.4,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,328.15,0.25489,100,1011.2,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,328.15,0.30069,100,1015.4,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,328.15,0.3542,100,1020.1,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,328.15,0.40249,100,1024.2,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
XpIeI,328.15,0.45414,100,1028.4,Singh and Gardas (2018),Density,Liquid,ABdqFe,CCCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-pentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
