setid,"Temperature, K","MolaLity of N,N-dimethyl-N-(3-sulfopropyl)cyclohexanaminium 4-methylbenzenesulfonate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
mCGEt,308.15,1.9045,101,1191.5,Cai et al. (2017),Density,Liquid,ABdDxa,C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,"N,N-dimethyl-N-(3-sulfopropyl)cyclohexanaminium 4-methylbenzenesulfonate",AADYJk,O,water,,,
mCGEt,308.15,2.3644,101,1248.3,Cai et al. (2017),Density,Liquid,ABdDxa,C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,"N,N-dimethyl-N-(3-sulfopropyl)cyclohexanaminium 4-methylbenzenesulfonate",AADYJk,O,water,,,
mCGEt,313.15,0,101,992.4,Cai et al. (2017),Density,Liquid,ABdDxa,C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,"N,N-dimethyl-N-(3-sulfopropyl)cyclohexanaminium 4-methylbenzenesulfonate",AADYJk,O,water,,,
mCGEt,313.15,0.4746,101,1035.1,Cai et al. (2017),Density,Liquid,ABdDxa,C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,"N,N-dimethyl-N-(3-sulfopropyl)cyclohexanaminium 4-methylbenzenesulfonate",AADYJk,O,water,,,
mCGEt,313.15,0.9495,101,1085.7,Cai et al. (2017),Density,Liquid,ABdDxa,C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,"N,N-dimethyl-N-(3-sulfopropyl)cyclohexanaminium 4-methylbenzenesulfonate",AADYJk,O,water,,,
mCGEt,313.15,1.4224,101,1133.9,Cai et al. (2017),Density,Liquid,ABdDxa,C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,"N,N-dimethyl-N-(3-sulfopropyl)cyclohexanaminium 4-methylbenzenesulfonate",AADYJk,O,water,,,
mCGEt,313.15,1.9045,101,1188.4,Cai et al. (2017),Density,Liquid,ABdDxa,C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,"N,N-dimethyl-N-(3-sulfopropyl)cyclohexanaminium 4-methylbenzenesulfonate",AADYJk,O,water,,,
mCGEt,313.15,2.3644,101,1246.4,Cai et al. (2017),Density,Liquid,ABdDxa,C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,"N,N-dimethyl-N-(3-sulfopropyl)cyclohexanaminium 4-methylbenzenesulfonate",AADYJk,O,water,,,
mCGEt,318.15,0,101,990.4,Cai et al. (2017),Density,Liquid,ABdDxa,C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,"N,N-dimethyl-N-(3-sulfopropyl)cyclohexanaminium 4-methylbenzenesulfonate",AADYJk,O,water,,,
mCGEt,318.15,0.4746,101,1031.9,Cai et al. (2017),Density,Liquid,ABdDxa,C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,"N,N-dimethyl-N-(3-sulfopropyl)cyclohexanaminium 4-methylbenzenesulfonate",AADYJk,O,water,,,
mCGEt,318.15,0.9495,101,1082.7,Cai et al. (2017),Density,Liquid,ABdDxa,C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,"N,N-dimethyl-N-(3-sulfopropyl)cyclohexanaminium 4-methylbenzenesulfonate",AADYJk,O,water,,,
mCGEt,318.15,1.4224,101,1130.5,Cai et al. (2017),Density,Liquid,ABdDxa,C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,"N,N-dimethyl-N-(3-sulfopropyl)cyclohexanaminium 4-methylbenzenesulfonate",AADYJk,O,water,,,
mCGEt,318.15,1.9045,101,1185.4,Cai et al. (2017),Density,Liquid,ABdDxa,C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,"N,N-dimethyl-N-(3-sulfopropyl)cyclohexanaminium 4-methylbenzenesulfonate",AADYJk,O,water,,,
mCGEt,318.15,2.3644,101,1244,Cai et al. (2017),Density,Liquid,ABdDxa,C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,"N,N-dimethyl-N-(3-sulfopropyl)cyclohexanaminium 4-methylbenzenesulfonate",AADYJk,O,water,,,
mCGEt,323.15,0,101,988.5,Cai et al. (2017),Density,Liquid,ABdDxa,C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,"N,N-dimethyl-N-(3-sulfopropyl)cyclohexanaminium 4-methylbenzenesulfonate",AADYJk,O,water,,,
mCGEt,323.15,0.4746,101,1028.5,Cai et al. (2017),Density,Liquid,ABdDxa,C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,"N,N-dimethyl-N-(3-sulfopropyl)cyclohexanaminium 4-methylbenzenesulfonate",AADYJk,O,water,,,
mCGEt,323.15,0.9495,101,1079.7,Cai et al. (2017),Density,Liquid,ABdDxa,C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,"N,N-dimethyl-N-(3-sulfopropyl)cyclohexanaminium 4-methylbenzenesulfonate",AADYJk,O,water,,,
mCGEt,323.15,1.4224,101,1127.4,Cai et al. (2017),Density,Liquid,ABdDxa,C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,"N,N-dimethyl-N-(3-sulfopropyl)cyclohexanaminium 4-methylbenzenesulfonate",AADYJk,O,water,,,
mCGEt,323.15,1.9045,101,1181.6,Cai et al. (2017),Density,Liquid,ABdDxa,C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,"N,N-dimethyl-N-(3-sulfopropyl)cyclohexanaminium 4-methylbenzenesulfonate",AADYJk,O,water,,,
mCGEt,323.15,2.3644,101,1241.3,Cai et al. (2017),Density,Liquid,ABdDxa,C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,"N,N-dimethyl-N-(3-sulfopropyl)cyclohexanaminium 4-methylbenzenesulfonate",AADYJk,O,water,,,
mCGEt,328.15,0,101,986.2,Cai et al. (2017),Density,Liquid,ABdDxa,C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,"N,N-dimethyl-N-(3-sulfopropyl)cyclohexanaminium 4-methylbenzenesulfonate",AADYJk,O,water,,,
mCGEt,328.15,0.4746,101,1025.1,Cai et al. (2017),Density,Liquid,ABdDxa,C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,"N,N-dimethyl-N-(3-sulfopropyl)cyclohexanaminium 4-methylbenzenesulfonate",AADYJk,O,water,,,
mCGEt,328.15,0.9495,101,1076.8,Cai et al. (2017),Density,Liquid,ABdDxa,C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,"N,N-dimethyl-N-(3-sulfopropyl)cyclohexanaminium 4-methylbenzenesulfonate",AADYJk,O,water,,,
mCGEt,328.15,1.4224,101,1123.4,Cai et al. (2017),Density,Liquid,ABdDxa,C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,"N,N-dimethyl-N-(3-sulfopropyl)cyclohexanaminium 4-methylbenzenesulfonate",AADYJk,O,water,,,
mCGEt,328.15,1.9045,101,1177.7,Cai et al. (2017),Density,Liquid,ABdDxa,C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,"N,N-dimethyl-N-(3-sulfopropyl)cyclohexanaminium 4-methylbenzenesulfonate",AADYJk,O,water,,,
mCGEt,328.15,2.3644,101,1238,Cai et al. (2017),Density,Liquid,ABdDxa,C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,"N,N-dimethyl-N-(3-sulfopropyl)cyclohexanaminium 4-methylbenzenesulfonate",AADYJk,O,water,,,
