setid,"Temperature, K","Mole fraction of 1,1,3,3-tetramethylguanidinium imidazol-1-ide","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
MelNJ,303.15,0.2997,100,891.24,Chen et al. (2015c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
MelNJ,303.15,0.3985,100,911.78,Chen et al. (2015c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
MelNJ,303.15,0.4997,100,929.7,Chen et al. (2015c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
MelNJ,303.15,0.6499,100,951.62,Chen et al. (2015c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
MelNJ,303.15,0.8002,100,969.59,Chen et al. (2015c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
MelNJ,303.15,0.9004,100,979.72,Chen et al. (2015c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
MelNJ,303.15,1,100,988.35,Chen et al. (2015c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
MelNJ,308.15,0,100,798.21,Chen et al. (2015c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
MelNJ,308.15,0.0499,100,817.04,Chen et al. (2015c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
MelNJ,308.15,0.1004,100,833.83,Chen et al. (2015c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
MelNJ,308.15,0.1999,100,862.77,Chen et al. (2015c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
MelNJ,308.15,0.2997,100,887.07,Chen et al. (2015c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
MelNJ,308.15,0.3985,100,907.55,Chen et al. (2015c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
MelNJ,308.15,0.4997,100,925.4,Chen et al. (2015c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
MelNJ,308.15,0.6499,100,947.27,Chen et al. (2015c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
MelNJ,308.15,0.8002,100,965.19,Chen et al. (2015c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
MelNJ,308.15,0.9004,100,975.28,Chen et al. (2015c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
MelNJ,308.15,1,100,983.9,Chen et al. (2015c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
MelNJ,313.15,0,100,794.3,Chen et al. (2015c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
MelNJ,313.15,0.0499,100,813.07,Chen et al. (2015c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
MelNJ,313.15,0.1004,100,829.83,Chen et al. (2015c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
MelNJ,313.15,0.1999,100,858.67,Chen et al. (2015c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
MelNJ,313.15,0.2997,100,882.9,Chen et al. (2015c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
MelNJ,313.15,0.3985,100,903.31,Chen et al. (2015c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
MelNJ,313.15,0.4997,100,921.09,Chen et al. (2015c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
MelNJ,313.15,0.6499,100,942.92,Chen et al. (2015c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
MelNJ,313.15,0.8002,100,960.8,Chen et al. (2015c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
MelNJ,313.15,0.9004,100,970.84,Chen et al. (2015c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
MelNJ,313.15,1,100,979.46,Chen et al. (2015c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
