setid,"Temperature, K","MolaLity of trihexylammonium hexanoate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
PlaCu,318.15,0.4418,100,842.451,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,318.15,0.51734,100,842.3,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,323.15,0.07393,100,838.371,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,323.15,0.12963,100,838.237,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,323.15,0.19902,100,838.092,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,323.15,0.25667,100,837.996,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,323.15,0.3054,100,837.969,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,323.15,0.36777,100,837.853,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,323.15,0.4418,100,837.828,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,323.15,0.51734,100,837.701,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,328.15,0.07393,100,833.62,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,328.15,0.12963,100,833.496,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,328.15,0.19902,100,833.37,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,328.15,0.25667,100,833.293,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,328.15,0.3054,100,833.283,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,328.15,0.36777,100,833.188,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,328.15,0.4418,100,833.194,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,328.15,0.51734,100,833.081,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
