setid,"Solvent: MolaLity of N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine, mol/kg","Temperature, K","MolaLity of 1-hexyl-3-methyl-1H-imidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vQtRt,0,308.15,0.0435,101,938.59,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0,308.15,0.0658,101,939.99,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0,308.15,0.0824,101,941.01,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0,308.15,0.1049,101,942.38,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0,308.15,0.1228,101,943.44,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0,308.15,0.1428,101,944.62,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0,308.15,0.1583,101,945.53,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0,308.15,0.1869,101,947.16,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0,308.15,0.2051,101,948.17,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0,313.15,0,101,930.63,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0,313.15,0.0233,101,932.21,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0,313.15,0.0435,101,933.56,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0,313.15,0.0658,101,935.02,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0,313.15,0.0824,101,936.08,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0,313.15,0.1049,101,937.52,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0,313.15,0.1228,101,938.65,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0,313.15,0.1428,101,939.88,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0,313.15,0.1583,101,940.81,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0,313.15,0.1869,101,942.51,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0,313.15,0.2051,101,943.57,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0.0402,298.15,0,101,945.46,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0.0402,298.15,0.0204,101,946.8,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0.0402,298.15,0.0428,101,948.24,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0.0402,298.15,0.064,101,949.58,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0.0402,298.15,0.0817,101,950.68,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0.0402,298.15,0.1034,101,952,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0.0402,298.15,0.1199,101,952.99,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0.0402,298.15,0.147,101,954.58,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0.0402,298.15,0.1614,101,955.42,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0.0402,298.15,0.1828,101,956.63,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0.0402,298.15,0.2011,101,957.65,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0.0402,303.15,0,101,941.5,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0.0402,303.15,0.0204,101,942.86,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0.0402,303.15,0.0428,101,944.32,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0.0402,303.15,0.064,101,945.68,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0.0402,303.15,0.0817,101,946.8,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0.0402,303.15,0.1034,101,948.14,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0.0402,303.15,0.1199,101,949.14,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0.0402,303.15,0.147,101,950.76,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0.0402,303.15,0.1614,101,951.6,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0.0402,303.15,0.1828,101,952.83,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0.0402,303.15,0.2011,101,953.86,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0.0402,308.15,0,101,936.79,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0.0402,308.15,0.0204,101,938.13,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0.0402,308.15,0.0428,101,939.58,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0.0402,308.15,0.064,101,940.91,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
vQtRt,0.0402,308.15,0.0817,101,942.01,Shekaari et al. (2012b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
