setid,"Temperature, K","MolaLity of 2-aminoacetic acid, mol/kg","Solvent: MolaLity of 1-butyl-3-methylimidazolium ibuprofenate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jNXmv,308.15,0.1962,0,86.8,1000.1,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0.2013,0.1801,86.8,1003.3,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0.208,0.109,86.8,1002.2,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0.2082,0.2642,86.8,1005,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0.2484,0,86.8,1001.7,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0.2518,0.2642,86.8,1006.3,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0.252,0.109,86.8,1003.5,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0.2569,0.1801,86.8,1004.9,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0.297,0.109,86.8,1004.9,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0.3032,0,86.8,1003.3,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0.3072,0.1801,86.8,1006.4,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0.3115,0.2642,86.8,1008,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0.3499,0.109,86.8,1006.4,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0.3502,0.1801,86.8,1007.7,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0.3535,0.2642,86.8,1009.2,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0.3537,0,86.8,1004.9,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0.3934,0.1801,86.8,1008.9,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0.3997,0.109,86.8,1007.9,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0.4004,0,86.8,1006.2,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0.4008,0.2642,86.8,1010.6,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0.4462,0.1801,86.8,1010.5,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0.4467,0.109,86.8,1009.2,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0.4472,0.2642,86.8,1011.9,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0.4496,0,86.8,1007.7,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0,0,86.8,990.2,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0,0.109,86.8,991.8,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0,0.1801,86.8,993,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0,0.2642,86.8,994.3,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.1075,0.1801,86.8,996.3,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.114,0.109,86.8,995.3,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.1142,0,86.8,993.7,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.1163,0.2642,86.8,997.8,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.1501,0.1801,86.8,997.5,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.1525,0,86.8,994.9,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.1537,0.109,86.8,996.5,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.1545,0.2642,86.8,998.9,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.1962,0,86.8,996.2,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.2013,0.1801,86.8,999.1,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.208,0.109,86.8,998.1,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.2082,0.2642,86.8,1000.5,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.2484,0,86.8,997.8,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.2518,0.2642,86.8,1001.8,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.252,0.109,86.8,999.4,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.2569,0.1801,86.8,1000.7,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.297,0.109,86.8,1000.8,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.3032,0,86.8,999.4,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.3072,0.1801,86.8,1002.2,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.3115,0.2642,86.8,1003.6,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.3499,0.109,86.8,1002.3,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.3502,0.1801,86.8,1003.4,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.3535,0.2642,86.8,1004.8,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.3537,0,86.8,1000.9,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.3934,0.1801,86.8,1004.6,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.3997,0.109,86.8,1003.7,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.4004,0,86.8,1002.3,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.4008,0.2642,86.8,1006.1,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.4462,0.1801,86.8,1006.1,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.4467,0.109,86.8,1005.1,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.4472,0.2642,86.8,1007.5,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,318.15,0.4496,0,86.8,1003.7,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
