setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium methanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
lAREk,303.15,0.7,101,1201,Anantharaj and Banerjee (2013),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
lAREk,303.15,0.8,101,1214,Anantharaj and Banerjee (2013),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
lAREk,308.15,0.2,101,1084,Anantharaj and Banerjee (2013),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
lAREk,308.15,0.3,101,1116.1,Anantharaj and Banerjee (2013),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
lAREk,308.15,0.4,101,1141,Anantharaj and Banerjee (2013),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
lAREk,308.15,0.5,101,1164,Anantharaj and Banerjee (2013),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
lAREk,308.15,0.6,101,1184,Anantharaj and Banerjee (2013),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
lAREk,308.15,0.7,101,1197,Anantharaj and Banerjee (2013),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
lAREk,308.15,0.8,101,1210,Anantharaj and Banerjee (2013),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
lAREk,313.15,0.2,101,1079.9,Anantharaj and Banerjee (2013),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
lAREk,313.15,0.3,101,1112.2,Anantharaj and Banerjee (2013),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
lAREk,313.15,0.4,101,1137,Anantharaj and Banerjee (2013),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
lAREk,313.15,0.5,101,1160,Anantharaj and Banerjee (2013),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
lAREk,313.15,0.6,101,1177,Anantharaj and Banerjee (2013),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
lAREk,313.15,0.7,101,1193,Anantharaj and Banerjee (2013),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
lAREk,313.15,0.8,101,1207,Anantharaj and Banerjee (2013),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
lAREk,318.15,0.2,101,1078,Anantharaj and Banerjee (2013),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
lAREk,318.15,0.3,101,1103,Anantharaj and Banerjee (2013),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
lAREk,318.15,0.4,101,1135,Anantharaj and Banerjee (2013),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
lAREk,318.15,0.5,101,1155,Anantharaj and Banerjee (2013),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
lAREk,318.15,0.6,101,1174,Anantharaj and Banerjee (2013),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
lAREk,318.15,0.7,101,1187,Anantharaj and Banerjee (2013),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
lAREk,318.15,0.8,101,1203,Anantharaj and Banerjee (2013),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
lAREk,323.15,0.2,101,1071.7,Anantharaj and Banerjee (2013),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
lAREk,323.15,0.3,101,1104.4,Anantharaj and Banerjee (2013),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
lAREk,323.15,0.4,101,1130,Anantharaj and Banerjee (2013),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
lAREk,323.15,0.5,101,1153,Anantharaj and Banerjee (2013),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
lAREk,323.15,0.6,101,1170,Anantharaj and Banerjee (2013),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
lAREk,323.15,0.7,101,1186,Anantharaj and Banerjee (2013),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
lAREk,323.15,0.8,101,1198,Anantharaj and Banerjee (2013),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
