setid,"Temperature, K","MolaLity of trihexylammonium octanoate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
bYGee,303.15,0.42638,100,755.055,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,303.15,0.48547,100,756.674,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,308.15,0.0683,100,740.253,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,308.15,0.12609,100,742.207,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,308.15,0.18505,100,744.145,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,308.15,0.25067,100,746.22,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,308.15,0.30227,100,747.806,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,308.15,0.36092,100,749.537,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,308.15,0.42638,100,751.392,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,308.15,0.48547,100,753.012,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,313.15,0.0683,100,736.593,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,313.15,0.12609,100,738.54,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,313.15,0.18505,100,740.473,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,313.15,0.25067,100,742.544,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,313.15,0.30227,100,744.132,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,313.15,0.36092,100,745.863,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,313.15,0.42638,100,747.717,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,313.15,0.48547,100,749.339,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,318.15,0.0683,100,732.924,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,318.15,0.12609,100,734.863,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,318.15,0.18505,100,736.792,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,318.15,0.25067,100,738.862,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,318.15,0.30227,100,740.449,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,318.15,0.36092,100,742.176,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,318.15,0.42638,100,744.031,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,318.15,0.48547,100,745.652,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,323.15,0.0683,100,729.248,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,323.15,0.12609,100,731.179,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,323.15,0.18505,100,733.102,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,323.15,0.25067,100,735.167,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,323.15,0.30227,100,736.753,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,323.15,0.36092,100,738.483,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,323.15,0.42638,100,740.337,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,323.15,0.48547,100,741.957,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,328.15,0.0683,100,725.565,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,328.15,0.12609,100,727.484,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,328.15,0.18505,100,729.403,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,328.15,0.25067,100,731.464,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,328.15,0.30227,100,733.048,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,328.15,0.36092,100,734.775,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,328.15,0.42638,100,736.628,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
bYGee,328.15,0.48547,100,738.249,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
