setid,"Temperature, K","Mole fraction of 1,3-dimethylimidazolium methylsulfate","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
kEUZD,298.15,0.6937,101,1236.3,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
kEUZD,298.15,0.7992,101,1270.7,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
kEUZD,298.15,0.9042,101,1301.4,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
kEUZD,298.15,0.9502,101,1314,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
kEUZD,298.15,1,101,1327.2,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
kEUZD,303.15,0,101,776.6,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
kEUZD,303.15,0.049,101,831.6,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
kEUZD,303.15,0.0981,101,880.8,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
kEUZD,303.15,0.1987,101,967.9,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
kEUZD,303.15,0.2961,101,1038.3,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
kEUZD,303.15,0.4055,101,1104.7,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
kEUZD,303.15,0.5043,101,1155,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
kEUZD,303.15,0.5987,101,1196.7,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
kEUZD,303.15,0.6937,101,1232.7,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
kEUZD,303.15,0.7992,101,1267.4,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
kEUZD,303.15,0.9042,101,1297.9,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
kEUZD,303.15,0.9502,101,1310.4,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
kEUZD,303.15,1,101,1323.7,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
