setid,"Temperature, K","Solvent: MolaLity of N-dodecyl-N,N-dimethylbenzenemethanaminium chloride, mol/kg","MolaLity of L-leucine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LomjI,293.15,0.08,0.0297,101,1002.5,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,293.15,0.08,0.04018,101,1002.7,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,293.15,0.08,0.04953,101,1003,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,293.15,0.08,0.0594,101,1003.2,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,293.15,0.08,0.0695,101,1003.4,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,293.15,0.08,0.0798,101,1003.7,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,293.15,0.08,0.0896,101,1003.9,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,293.15,0.08,0.1,101,1004.2,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,298.15,0.04,0,101,999.7,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,298.15,0.04,0.01999,101,1000.1,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,298.15,0.04,0.02993,101,1000.4,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,298.15,0.04,0.04003,101,1000.6,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,298.15,0.04,0.0499,101,1000.9,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,298.15,0.04,0.0597,101,1001.1,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,298.15,0.04,0.0798,101,1001.6,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,298.15,0.04,0.0895,101,1001.8,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,298.15,0.04,0.1,101,1002.1,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,298.15,0.08,0,101,999.4,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,298.15,0.08,0.02003,101,999.8,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,298.15,0.08,0.0297,101,1000,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,298.15,0.08,0.04018,101,1000.3,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,298.15,0.08,0.04953,101,1000.5,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,298.15,0.08,0.0594,101,1000.8,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,298.15,0.08,0.0695,101,1001,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,298.15,0.08,0.0798,101,1001.3,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,298.15,0.08,0.0896,101,1001.5,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,298.15,0.08,0.1,101,1001.8,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,303.15,0.04,0,101,996.9,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,303.15,0.04,0.01999,101,997.3,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,303.15,0.04,0.02993,101,997.5,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,303.15,0.04,0.04003,101,997.8,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,303.15,0.04,0.0499,101,998,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,303.15,0.04,0.0597,101,998.2,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,303.15,0.04,0.0698,101,998.5,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,303.15,0.04,0.0798,101,998.7,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,303.15,0.04,0.0895,101,999,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,303.15,0.04,0.1,101,999.3,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,303.15,0.08,0,101,996.5,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,303.15,0.08,0.02003,101,997,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,303.15,0.08,0.0297,101,997.2,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,303.15,0.08,0.04018,101,997.4,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,303.15,0.08,0.04953,101,997.6,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,303.15,0.08,0.0594,101,997.9,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,303.15,0.08,0.0695,101,998.1,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,303.15,0.08,0.0798,101,998.3,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,303.15,0.08,0.0896,101,998.6,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,303.15,0.08,0.1,101,998.8,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,308.15,0.04,0,101,993.7,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,308.15,0.04,0.01999,101,994.1,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,308.15,0.04,0.02993,101,994.3,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,308.15,0.04,0.04003,101,994.5,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,308.15,0.04,0.0499,101,994.8,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,308.15,0.04,0.0597,101,995,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,308.15,0.04,0.0698,101,995.2,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,308.15,0.04,0.0798,101,995.5,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,308.15,0.04,0.0895,101,995.7,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,308.15,0.04,0.1,101,996,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,308.15,0.08,0,101,993.3,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,308.15,0.08,0.02003,101,993.7,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,308.15,0.08,0.0297,101,993.9,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,308.15,0.08,0.04018,101,994.2,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,308.15,0.08,0.04953,101,994.4,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,308.15,0.08,0.0594,101,994.6,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,308.15,0.08,0.0695,101,994.8,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,308.15,0.08,0.0798,101,995,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,308.15,0.08,0.0896,101,995.2,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
LomjI,308.15,0.08,0.1,101,995.5,Yan et al. (2019),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
