setid,"Temperature, K","Mole fraction of 2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LIQxG,293.15,1,100,1170.8,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,298.15,0,100,785.25,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,298.15,0.0998,100,906.2,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,298.15,0.2003,100,980.34,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,298.15,0.3006,100,1030,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,298.15,0.4016,100,1065.96,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,298.15,0.498,100,1092.12,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,298.15,0.5996,100,1113.91,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,298.15,0.6976,100,1130.91,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,298.15,0.7969,100,1145,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,298.15,0.9008,100,1157.3,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,298.15,1,100,1167.2,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,303.15,0,100,780.89,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,303.15,0.0998,100,902.18,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,303.15,0.2003,100,976.55,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,303.15,0.3006,100,1026.22,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,303.15,0.4016,100,1062.27,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,303.15,0.498,100,1088.47,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,303.15,0.5996,100,1110.31,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,303.15,0.6976,100,1127.33,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,303.15,0.7969,100,1141.5,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,303.15,0.9008,100,1153.8,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,303.15,1,100,1163.8,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,308.15,0,100,776.52,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,308.15,0.0998,100,898.18,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,308.15,0.2003,100,972.66,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,308.15,0.3006,100,1022.45,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,308.15,0.4016,100,1058.6,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,308.15,0.498,100,1084.84,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,308.15,0.5996,100,1106.73,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,308.15,0.6976,100,1123.77,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,308.15,0.7969,100,1137.9,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,308.15,0.9008,100,1150.3,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,308.15,1,100,1160.3,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,313.15,0,100,772.12,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,313.15,0.0998,100,894.15,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,313.15,0.2003,100,968.7,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,313.15,0.3006,100,1018.66,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,313.15,0.4016,100,1054.91,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,313.15,0.498,100,1081.22,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,313.15,0.5996,100,1103.16,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,313.15,0.6976,100,1120.23,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,313.15,0.7969,100,1134.4,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,313.15,0.9008,100,1146.8,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,313.15,1,100,1156.8,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,318.15,0,100,767.71,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,318.15,0.0998,100,890.12,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,318.15,0.2003,100,964.81,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,318.15,0.3006,100,1014.86,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,318.15,0.4016,100,1051.24,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,318.15,0.498,100,1077.62,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,318.15,0.5996,100,1099.62,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,318.15,0.6976,100,1116.66,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,318.15,0.7969,100,1130.9,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,318.15,0.9008,100,1143.3,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,318.15,1,100,1153.3,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,323.15,0,100,763.26,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,323.15,0.0998,100,886.07,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,323.15,0.2003,100,960.91,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,323.15,0.3006,100,1011.05,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,323.15,0.4016,100,1047.55,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,323.15,0.498,100,1074.02,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,323.15,0.5996,100,1096.11,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,323.15,0.6976,100,1113.14,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,323.15,0.7969,100,1127.4,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,323.15,0.9008,100,1139.8,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
LIQxG,323.15,1,100,1149.9,Lu et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAzpuP,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",,,
