setid,"Solvent: Mole fraction of 2,6-dimethylpyridine",Mole ratio to solvent: 1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cuwXf,0.0499,0,293.14,101,997.236,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.0499,0,298.15,101,994.658,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.0499,0.0008915,273.15,101,1009.98,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.0499,0.0008915,278.15,101,1008.21,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.0499,0.0008915,283.15,101,1006.22,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.0499,0.0008915,288.15,101,1004.04,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.0499,0.0008915,293.15,101,1001.66,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.0499,0.0008915,298.14,101,999.099,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.0499,0.0020134,273.15,101,1015.73,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.0499,0.0020134,278.15,101,1014,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.0499,0.0020134,283.15,101,1012.04,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.0499,0.0020134,288.15,101,1009.87,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.0499,0.0020134,293.15,101,1007.51,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.0499,0.0020134,298.15,101,1004.97,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.0499,0.0030218,273.15,101,1020.69,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.0499,0.0030218,278.15,101,1018.97,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.0499,0.0030218,283.14,101,1017.01,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.0499,0.0030218,288.15,101,1014.84,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.0499,0.0030218,293.14,101,1012.48,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.0499,0.0030218,298.15,101,1009.92,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,0,273.15,101,1005.73,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,0,278.14,101,1003.89,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,0,283.15,101,1001.84,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,0,288.15,101,999.597,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,0,293.15,101,997.174,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,0,298.15,101,994.569,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,0,303.15,101,991.783,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,8.36e-05,273.15,101,1006.1,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,8.36e-05,278.15,101,1004.27,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,8.36e-05,283.15,101,1002.22,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,8.36e-05,288.15,101,999.986,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,8.36e-05,293.15,101,997.559,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,8.36e-05,298.15,101,994.953,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,8.36e-05,303.15,101,992.164,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,0.0001122,273.15,101,1006.24,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,0.0001122,278.15,101,1004.41,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,0.0001122,283.15,101,1002.37,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,0.0001122,288.15,101,1000.13,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,0.0001122,293.15,101,997.706,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,0.0001122,298.15,101,995.1,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,0.0001122,303.15,101,992.311,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,0.0002648,273,101,1006.83,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,0.0002648,278.17,101,1005,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,0.0002648,283.16,101,1002.96,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,0.0002648,288.17,101,1000.73,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,0.0002648,293.16,101,998.307,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,0.0002648,298.16,101,995.703,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,0.0002648,303.17,101,992.918,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,0.0003254,273.15,101,1007.13,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,0.0003254,278.15,101,1005.3,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,0.0003254,283.15,101,1003.27,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,0.0003254,288.15,101,1001.04,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,0.0003254,293.15,101,998.619,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,0.0003254,298.14,101,996.015,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.05,0.0003254,303.15,101,993.233,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.07,0,273.15,101,1007.2,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.07,0,278.15,101,1004.77,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.07,0,283.15,101,1002.18,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.07,0,288.15,101,999.435,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.07,0,293.15,101,996.536,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.07,0,298.14,101,993.484,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.07,0,303.15,101,990.265,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.07,6.21e-05,273.15,101,1007.47,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.07,6.21e-05,278.15,101,1005.04,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.07,6.21e-05,283.14,101,1002.46,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.07,6.21e-05,288.15,101,999.713,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.07,6.21e-05,293.15,101,996.817,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.07,6.21e-05,298.15,101,993.762,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.07,6.21e-05,303.15,101,990.545,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.07,0.0001299,273.15,101,1007.76,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.07,0.0001299,278.15,101,1005.34,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.07,0.0001299,283.15,101,1002.75,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.07,0.0001299,288.15,101,1000.01,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.07,0.0001299,293.15,101,997.113,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
